name,time,event
bboost,2025-08-11T17:24:57.503077Z,1
3xc,2025-09-26T15:18:54.589038Z,6
wildcard,2025-10-20T21:02:09.788431Z,9
freehit,2025-11-23T22:19:31.566509Z,13
freehit,2026-01-03T22:49:43.456979Z,21
3xc,2026-02-10T00:56:26.617551Z,26
bboost,2026-03-13T22:30:16.992374Z,30
wildcard,2026-03-14T17:57:42.139274Z,31
