element,position,multiplier,player_name
32,1,1,Emiliano Martínez Romero
411,2,1,Nico O'Reilly
113,3,1,Sepp van den Berg
36,4,1,Matty Cash
120,5,1,Kevin Schade
384,6,1,Cody Gakpo
414,7,1,Phil Foden
47,8,1,Morgan Rogers
430,9,2,Erling Haaland
136,10,1,Igor Thiago Nascimento Rodrigues
624,11,1,Jarrod Bowen
470,12,0,Martin Dúbravka
449,13,0,Bruno Borges Fernandes
74,14,0,Adrien Truffert
694,15,0,Nordi Mukiele
