name,time,event
wildcard,2025-09-13T01:26:52.268107Z,4
bboost,2025-09-19T20:37:30.047211Z,5
freehit,2025-11-29T01:46:00.136236Z,13
3xc,2025-12-12T23:36:12.129994Z,16
3xc,2026-02-10T14:46:31.808110Z,26
wildcard,2026-04-10T10:07:03.286172Z,32
bboost,2026-04-17T06:44:49.529185Z,33
freehit,2026-04-23T12:07:32.644386Z,34
