id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
499241,95,MissedShots,0.9119999694824219,0.6719999694824219,0.05758669972419739,Marko Lazetic,a,10376,OpenPlay,2022,LeftFoot,18712,Cremonese,AC Milan,0,0,2022-11-08 19:45:00,,None
