season_name,total_points,rank
2016/17,1091,4139874
2018/19,1845,3663464
2019/20,2105,872397
2020/21,2221,773381
2021/22,2305,637172
2022/23,2530,95378
2023/24,2419,285808
2024/25,2380,718464
