name,time,event
wildcard,2025-08-16T19:19:25.239383Z,2
3xc,2025-09-21T22:23:09.593624Z,6
bboost,2025-10-18T09:11:22.773293Z,8
freehit,2025-11-24T22:44:00.808171Z,13
3xc,2026-02-09T22:03:33.263580Z,26
wildcard,2026-04-10T17:19:05.168047Z,32
bboost,2026-04-10T19:49:24.830920Z,33
freehit,2026-04-24T17:03:28.973462Z,34
