name,time,event
wildcard,2025-09-20T19:42:32.889706Z,6
bboost,2025-10-17T12:55:55.268208Z,8
freehit,2025-11-29T13:10:36.755586Z,13
3xc,2025-12-14T11:58:19.920311Z,17
3xc,2026-02-08T19:06:21.012695Z,26
wildcard,2026-04-10T09:22:34.537687Z,32
bboost,2026-04-13T16:25:35.665352Z,33
freehit,2026-04-18T20:29:13.766146Z,34
