event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,55,55,4223904,4228833,4223898,45,0,1000,0,0,9
2,55,110,3864995,3866538,3426960,40,0,1001,0,0,14
3,54,164,3339053,3339770,2560772,30,33,1002,1,0,12
4,79,243,1290624,1291675,1308967,15,33,1003,0,0,7
5,52,295,2254862,2255533,946383,20,8,1006,1,0,11
6,71,366,962897,963854,526145,10,1,1008,0,0,8
7,82,448,837991,838777,280969,10,1,1011,0,0,8
8,93,541,91200,91283,59748,1,4,1017,2,0,0
9,39,580,8476092,8478106,129957,70,4,1019,0,0,10
10,74,654,3490130,3490462,144809,30,3,1027,3,0,16
11,55,709,638099,638660,63560,10,3,1032,0,0,6
12,40,749,5484641,5485835,83759,45,6,1032,1,0,3
13,73,822,56556,57658,14235,1,6,1033,0,0,8
14,90,912,213783,213845,4026,5,2,1032,2,0,7
15,60,972,2445608,2446645,3240,20,5,1034,1,0,6
16,78,1050,1531097,1531643,3519,15,8,1039,3,0,5
17,88,1138,1493166,1493717,2545,15,2,1043,1,0,12
18,45,1183,6018493,6019085,3185,50,2,1045,3,0,16
19,38,1221,7572950,7574405,3967,60,2,1046,1,0,2
20,59,1280,1246360,1247022,2835,10,2,1044,0,0,3
21,57,1337,3456179,3456749,2863,30,2,1041,2,0,3
22,37,1374,8052304,8053523,3930,65,3,1045,1,0,12
23,35,1409,10017678,10019041,5801,80,3,1047,0,0,13
24,63,1472,3437621,3438328,6695,30,5,1042,2,0,2
25,75,1547,1139882,1140842,5412,10,5,1045,0,0,14
26,82,1629,636021,636190,2669,5,7,1044,2,0,5
27,49,1678,4292797,4294541,2488,35,7,1046,0,0,12
28,80,1758,745649,745972,1866,10,7,1050,0,0,2
29,72,1830,2060932,2061347,1210,20,8,1048,1,0,4
30,55,1885,2029961,2030666,1387,20,7,1048,1,0,9
31,72,1957,187367,187489,715,5,8,1047,3,0,2
32,58,2015,2553534,2559582,790,20,14,1036,0,0,13
33,134,2149,42342,44274,275,1,39,1034,1,0,0
34,53,2202,1907947,1909125,429,15,39,1034,0,0,24
35,54,2256,5268809,5269545,479,45,12,1035,1,0,22
36,79,2335,3481155,3481790,577,30,17,1039,1,0,16
37,21,2356,7506132,7507284,746,60,6,1039,1,0,11
