event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,68,68,1235729,1365534,1235729,15,0,1000,0,0,8
2,69,137,943795,980267,290563,10,0,1001,0,0,17
3,61,198,1532307,1565070,141254,15,0,1005,2,0,6
4,71,269,3227442,3319972,185407,30,0,1007,0,0,11
5,47,316,4067237,4144431,224210,35,9,1010,1,0,14
6,49,365,5238982,5256915,570603,45,6,1012,2,0,13
7,86,451,465782,483125,242142,5,0,1015,1,0,6
8,110,561,2788,2915,12733,1,1,1022,1,0,0
9,38,599,8898852,9035141,37646,75,1,1022,0,0,26
10,84,683,880936,921145,23160,10,1,1026,0,0,5
11,37,720,6984649,7029289,31510,60,16,1028,2,0,6
12,40,760,5254150,5382461,43158,45,6,1016,0,0,15
13,57,817,593162,602459,20145,5,9,1020,1,0,8
14,61,878,6242840,6268490,39360,55,4,1023,2,0,5
15,69,947,847472,880389,17664,10,4,1027,0,0,9
16,78,1025,1518574,1528852,17886,15,7,1031,2,0,4
17,105,1130,161944,167139,4415,5,8,1034,2,0,6
18,58,1188,1497556,1518815,2226,15,14,1037,2,0,4
19,54,1242,1405812,1418700,933,15,5,1036,2,0,1
20,84,1326,17967,18674,109,1,1,1036,1,0,6
21,66,1392,979997,1038466,62,10,1,1038,0,0,11
22,31,1423,10857162,10909301,153,90,16,1039,1,0,8
23,45,1464,5938797,5950586,157,50,4,1042,3,4,11
24,69,1533,1686771,1713287,122,15,26,1045,1,0,2
25,67,1600,3297839,3437980,200,30,26,1050,0,0,3
26,83,1683,529505,542765,95,5,17,1051,1,0,5
27,61,1744,1025380,1086496,35,10,17,1051,0,0,9
28,83,1827,515339,529499,22,5,24,1051,1,0,0
29,57,1884,5735752,5763461,46,45,8,1052,1,0,3
30,54,1938,2300117,2338861,58,20,17,1053,1,0,16
31,56,1994,2340219,2366441,92,20,95,1052,2,0,2
32,70,2064,512082,553754,47,5,7,1041,0,0,11
33,128,2192,126689,134518,24,1,27,1041,1,0,0
34,58,2250,1185939,1263098,20,10,27,1041,0,0,6
35,56,2306,4156291,4345328,25,35,27,1044,0,0,8
36,70,2376,5856437,5875218,48,50,48,1049,2,0,16
37,17,2393,9082269,9098989,94,70,12,1050,2,0,21
