event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,65,65,1743774,1767547,1743774,20,0,1000,0,0,16
2,56,121,3570435,3585152,1551969,35,0,1000,0,0,1
3,68,189,480410,483108,353547,5,0,1003,0,0,3
4,58,247,7862760,7869078,1027654,70,3,1005,2,0,10
5,61,308,465198,470504,405858,5,3,1008,0,0,7
6,51,359,4731025,4737296,759277,40,3,1009,0,0,1
7,71,430,3128025,3140452,725324,30,17,1010,0,0,5
8,59,489,5276373,5289028,990683,45,17,1019,0,0,12
9,36,525,9896735,9905750,1506820,85,6,1021,1,0,28
10,85,610,871350,871945,1020429,10,11,1024,4,0,9
11,48,658,1906162,1918701,790891,20,11,1025,0,0,9
12,52,710,1776333,1783157,550844,15,17,1030,1,0,9
13,37,747,5252064,5254153,649067,45,16,1031,3,0,8
14,63,802,5657975,5659599,992461,50,13,1028,3,8,6
15,80,882,192491,193517,422852,5,13,1033,0,0,11
16,96,978,135177,136092,188060,5,8,1034,4,0,0
17,105,1083,161944,163005,69586,5,19,1041,2,0,16
18,47,1130,4996713,5005217,69905,40,29,1045,1,0,3
19,39,1169,7066388,7079938,75121,60,33,1046,1,0,13
20,56,1225,1904371,1911415,60644,20,51,1044,1,0,4
21,66,1291,1065693,1071037,38381,10,46,1043,1,0,10
22,46,1337,3599650,3607958,30568,30,41,1046,1,0,19
23,66,1403,490852,491568,8541,5,51,1053,1,0,12
24,77,1480,475200,477980,4418,5,22,1059,1,0,8
25,63,1539,5129585,5135048,8764,45,20,1054,2,4,3
26,69,1608,3046617,3054492,8805,25,15,1057,1,0,6
27,48,1656,4731004,4753678,8740,40,15,1056,0,0,7
28,72,1728,1991538,1997083,9989,20,0,1057,2,0,2
29,85,1813,426755,429972,3157,5,5,1045,0,0,10
30,51,1864,3001680,3020862,4416,25,5,1053,0,0,18
31,63,1927,1042671,1046763,3737,10,72,1056,1,0,0
32,68,1995,709337,716709,2351,10,72,1060,0,0,8
33,119,2114,274875,277162,1981,5,72,1055,0,0,21
34,74,2188,120680,120872,957,1,77,1051,3,0,0
35,56,2244,4466122,4474269,954,35,5,1054,1,0,8
36,82,2326,2760811,2768295,959,25,22,1052,1,0,11
37,41,2367,1672678,1677127,435,15,10,1054,1,0,0
