name,time,event
bboost,2025-08-22T15:27:11.081971Z,2
3xc,2025-09-26T11:37:09.167918Z,6
wildcard,2025-09-27T17:08:41.201398Z,7
freehit,2025-12-12T13:53:58.438710Z,16
3xc,2026-02-10T16:21:47.107898Z,26
wildcard,2026-03-21T22:23:27.741354Z,32
freehit,2026-04-12T18:26:09.992957Z,33
bboost,2026-05-09T04:54:27.881469Z,36
