element_in,element_in_cost,element_out,element_out_cost,entry,event,time
606,45,317,45,8767995,37,2026-05-15T14:01:02.349994Z
418,65,82,80,8767995,36,2026-05-09T06:58:47.788903Z
350,54,660,48,8767995,35,2026-05-01T15:28:30.341357Z
783,55,267,63,8767995,35,2026-05-01T15:28:30.341100Z
666,88,624,77,8767995,35,2026-05-01T15:24:50.016089Z
430,146,249,75,8767995,35,2026-05-01T15:24:50.015893Z
660,48,329,56,8767995,35,2026-05-01T15:24:50.015690Z
267,63,21,72,8767995,35,2026-05-01T15:24:50.015478Z
411,52,373,61,8767995,35,2026-05-01T15:24:50.015231Z
257,51,291,55,8767995,35,2026-05-01T15:24:50.015017Z
341,39,287,55,8767995,35,2026-05-01T15:24:50.014785Z
1,60,101,46,8767995,35,2026-05-01T15:24:50.014502Z
624,77,661,90,8767995,34,2026-04-24T10:21:32.720512Z
407,53,606,44,8767995,33,2026-04-18T07:55:11.237369Z
342,44,411,51,8767995,33,2026-04-18T07:55:11.237112Z
430,145,661,91,8767995,33,2026-04-18T06:21:42.947260Z
691,56,136,72,8767995,33,2026-04-18T06:21:42.947099Z
90,50,517,55,8767995,33,2026-04-18T06:21:42.946945Z
350,54,449,98,8767995,33,2026-04-18T06:21:42.946790Z
160,55,21,72,8767995,33,2026-04-18T06:21:42.946635Z
151,46,373,61,8767995,33,2026-04-18T06:21:42.946452Z
606,44,317,45,8767995,33,2026-04-18T06:21:42.946296Z
77,42,291,55,8767995,33,2026-04-18T06:21:42.946113Z
411,51,5,69,8767995,33,2026-04-18T06:21:42.945903Z
139,45,287,55,8767995,33,2026-04-18T06:21:42.945677Z
517,55,237,65,8767995,32,2026-04-08T13:46:18.451078Z
317,46,694,43,8767995,31,2026-03-20T08:26:21.112999Z
136,72,100,46,8767995,30,2026-03-11T09:29:46.084065Z
661,90,430,144,8767995,29,2026-03-02T18:49:10.130762Z
373,60,8,64,8767995,28,2026-02-24T07:00:42.181272Z
82,80,488,69,8767995,27,2026-02-19T17:56:48.974577Z
8,64,374,54,8767995,26,2026-02-09T17:45:25.047820Z
249,75,64,86,8767995,25,2026-02-06T12:19:45.072324Z
449,94,235,104,8767995,24,2026-01-25T17:42:58.475029Z
237,65,54,54,8767995,23,2026-01-22T06:13:06.560419Z
21,73,16,100,8767995,22,2026-01-08T22:21:25.445845Z
5,67,260,49,8767995,22,2026-01-08T22:21:25.440337Z
235,104,414,89,8767995,20,2026-01-02T05:32:14.506172Z
694,42,725,54,8767995,20,2026-01-02T05:32:14.498398Z
414,89,449,92,8767995,18,2025-12-21T18:19:16.846721Z
374,54,476,51,8767995,17,2025-12-17T10:09:05.957914Z
100,46,560,55,8767995,16,2025-12-12T05:15:39.547694Z
64,85,136,67,8767995,16,2025-12-12T05:15:39.547186Z
54,54,160,61,8767995,16,2025-12-12T05:15:39.542083Z
725,54,8,64,8767995,16,2025-12-12T04:59:48.874308Z
287,55,733,51,8767995,16,2025-12-12T04:59:48.864531Z
329,52,241,58,8767995,15,2025-12-06T09:10:46.672211Z
291,54,508,47,8767995,15,2025-12-06T09:10:46.671999Z
101,45,502,47,8767995,15,2025-12-06T09:10:46.671754Z
560,56,217,50,8767995,15,2025-12-06T07:38:15.627313Z
241,58,582,65,8767995,15,2025-12-06T07:38:15.627117Z
488,68,487,64,8767995,15,2025-12-06T07:38:15.626918Z
72,50,568,54,8767995,15,2025-12-06T07:38:15.626721Z
8,64,7,57,8767995,15,2025-12-06T07:38:15.626512Z
733,51,469,50,8767995,15,2025-12-06T07:38:15.626224Z
487,64,241,57,8767995,15,2025-12-05T06:45:33.830273Z
508,47,256,59,8767995,14,2025-12-01T08:36:50.256906Z
136,65,654,63,8767995,13,2025-11-27T08:30:33.935783Z
256,59,5,62,8767995,13,2025-11-27T08:30:33.928066Z
253,50,469,51,8767995,12,2025-11-20T15:10:44.316271Z
283,81,217,50,8767995,12,2025-11-20T15:08:50.767454Z
50,53,582,65,8767995,12,2025-11-20T15:08:50.766946Z
257,50,568,55,8767995,12,2025-11-20T15:08:50.766521Z
575,48,476,51,8767995,12,2025-11-20T15:08:50.766102Z
531,46,260,48,8767995,12,2025-11-20T15:08:50.765652Z
411,50,7,57,8767995,12,2025-11-20T15:08:50.765180Z
373,59,5,63,8767995,12,2025-11-20T15:08:50.764658Z
160,60,427,55,8767995,10,2025-11-01T13:21:58.802905Z
654,64,97,70,8767995,9,2025-10-23T10:35:54.788377Z
7,57,508,48,8767995,8,2025-10-17T20:56:34.252459Z
16,98,235,103,8767995,7,2025-10-03T16:56:03.111198Z
241,56,353,53,8767995,6,2025-09-25T20:12:46.127151Z
469,50,366,55,8767995,6,2025-09-25T20:12:46.119517Z
217,50,310,59,8767995,4,2025-09-13T09:54:03.152046Z
568,56,531,45,8767995,4,2025-09-13T09:54:03.144136Z
97,70,596,74,8767995,2,2025-08-22T14:25:45.357003Z
