element_in,element_in_cost,element_out,element_out_cost,entry,event,time
666,90,249,75,129969,37,2026-05-15T17:26:52.907890Z
6,62,256,59,129969,37,2026-05-15T17:26:52.902098Z
267,64,235,103,129969,36,2026-05-09T01:45:03.261427Z
256,59,343,43,129969,36,2026-05-09T01:45:03.260610Z
5,72,224,60,129969,36,2026-05-09T01:45:03.253140Z
21,72,384,73,129969,34,2026-04-24T17:28:19.672771Z
568,51,603,41,129969,34,2026-04-24T16:57:34.691202Z
567,39,670,48,129969,34,2026-04-24T16:57:34.690990Z
1,60,287,56,129969,34,2026-04-24T16:57:34.690716Z
749,43,691,56,129969,34,2026-04-20T15:27:01.317487Z
136,73,249,77,129969,34,2026-04-20T15:27:01.317325Z
515,75,783,55,129969,34,2026-04-20T15:27:01.317155Z
329,60,84,54,129969,34,2026-04-20T15:27:01.316955Z
603,41,72,51,129969,34,2026-04-20T15:27:01.316739Z
624,77,430,142,129969,34,2026-04-20T15:23:11.113998Z
384,73,235,105,129969,34,2026-04-20T15:23:11.113754Z
381,140,82,82,129969,34,2026-04-20T15:23:11.113546Z
5,71,411,50,129969,34,2026-04-20T15:23:11.113210Z
373,62,343,43,129969,34,2026-04-20T15:23:11.112928Z
694,45,224,60,129969,34,2026-04-20T15:23:11.112661Z
606,44,151,45,129969,34,2026-04-20T15:23:11.112437Z
670,48,341,39,129969,34,2026-04-20T15:23:11.112046Z
287,56,139,44,129969,34,2026-04-20T15:23:11.111675Z
691,56,178,61,129969,32,2026-04-10T16:37:40.498560Z
783,55,354,49,129969,32,2026-04-10T16:37:40.498202Z
343,43,77,42,129969,32,2026-04-10T16:37:40.497853Z
224,60,5,68,129969,32,2026-04-10T16:37:40.497590Z
249,78,136,70,129969,32,2026-04-10T16:26:03.187693Z
354,49,517,54,129969,32,2026-04-10T16:26:03.187503Z
235,106,485,73,129969,32,2026-04-10T16:26:03.187311Z
82,82,387,70,129969,32,2026-04-10T16:26:03.187105Z
84,54,119,85,129969,32,2026-04-10T16:26:03.186891Z
77,42,684,51,129969,32,2026-04-10T16:26:03.186693Z
411,50,373,62,129969,32,2026-04-10T16:26:03.186493Z
72,51,317,45,129969,32,2026-04-10T16:26:03.186283Z
341,39,101,46,129969,32,2026-04-10T16:26:03.185990Z
178,61,691,56,129969,32,2026-03-21T00:26:29.577624Z
485,73,84,53,129969,32,2026-03-21T00:26:29.577287Z
151,44,72,50,129969,32,2026-03-21T00:26:29.571230Z
684,51,411,51,129969,31,2026-03-20T18:26:37.381898Z
387,69,237,67,129969,30,2026-03-14T00:14:55.902984Z
84,53,21,74,129969,29,2026-03-03T16:01:19.569801Z
373,61,8,61,129969,29,2026-03-03T16:01:19.562712Z
691,59,97,70,129969,26,2026-02-07T22:46:36.768373Z
119,85,387,66,129969,26,2026-02-07T22:46:36.767535Z
517,53,329,58,129969,26,2026-02-07T22:46:36.759187Z
237,67,488,71,129969,24,2026-01-29T01:13:45.259035Z
449,95,414,83,129969,24,2026-01-29T01:13:45.254697Z
21,73,450,81,129969,22,2026-01-17T00:02:48.710265Z
488,71,160,59,129969,21,2026-01-05T16:45:16.320778Z
5,64,725,54,129969,20,2026-01-03T01:11:06.912021Z
387,66,82,76,129969,19,2025-12-30T17:54:02.436552Z
450,81,449,90,129969,19,2025-12-30T17:42:08.983280Z
485,73,21,72,129969,18,2025-12-26T18:00:09.473118Z
547,49,497,44,129969,18,2025-12-26T17:46:39.254940Z
303,50,329,56,129969,18,2025-12-26T17:46:39.254568Z
661,89,97,70,129969,18,2025-12-25T21:11:18.121807Z
16,103,449,91,129969,18,2025-12-25T21:11:18.121568Z
497,44,160,61,129969,18,2025-12-25T21:11:18.121319Z
21,72,82,76,129969,18,2025-12-25T21:11:18.121051Z
370,57,725,55,129969,18,2025-12-25T21:11:18.120686Z
316,49,317,45,129969,18,2025-12-25T21:11:18.120439Z
