event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,70,70,958151,958724,958151,15,5,1000,0,0,4
2,57,127,3290679,3291331,892396,35,5,1000,0,0,10
3,62,189,1339525,1339752,369770,15,14,1005,2,0,15
4,68,257,4352745,4353210,518305,40,3,1007,1,0,11
5,72,329,38187,38288,72226,1,3,1010,0,0,0
6,82,411,211836,212018,17783,5,3,1008,2,0,4
7,79,490,1294001,1294612,11826,15,3,1008,0,0,5
8,90,580,135666,135786,2043,5,3,1013,0,0,18
9,46,626,5748871,5749245,3958,50,3,1014,0,0,6
10,74,700,3512078,3512122,6538,30,9,1017,4,0,10
11,36,736,7416128,7416568,9762,65,17,1021,1,0,18
12,48,784,2725384,2726004,8527,25,21,1018,1,0,7
13,53,837,952635,952890,5004,10,30,1018,1,0,6
14,60,897,6484456,6484977,12166,55,9,1017,1,0,3
15,72,969,628797,628924,4194,10,4,1020,1,0,9
16,87,1056,541819,542035,2402,5,8,1024,5,0,12
17,88,1144,1440250,1440556,1723,15,8,1029,0,0,4
18,48,1192,4308221,4308538,1681,35,5,1028,0,0,12
19,42,1234,5568442,5569121,1675,45,11,1032,1,0,2
20,34,1268,9191150,9191360,6012,75,4,1033,1,0,2
21,51,1319,5326521,5327316,8350,45,4,1031,0,0,3
22,38,1357,7517995,7518629,10478,60,29,1028,1,0,5
23,51,1408,3421310,3421517,6275,30,1,1025,2,0,5
24,74,1482,802536,802860,3854,10,8,1028,1,0,3
25,64,1546,4417628,4418184,5747,35,8,1033,0,0,5
26,85,1631,397925,397982,2407,5,6,1034,2,0,3
27,48,1679,4731004,4731947,2371,40,6,1036,0,0,2
28,81,1760,691086,691361,1677,10,3,1037,1,0,0
29,72,1832,2060932,2061129,1089,20,8,1037,1,0,2
30,74,1906,54103,54211,406,1,8,1041,0,0,15
31,55,1961,2574257,2574473,566,20,43,1040,3,0,0
32,58,2019,2553534,2557074,621,20,22,1036,0,0,11
33,128,2147,115292,115772,320,1,22,1036,0,0,0
34,53,2200,1907947,1908527,473,15,22,1036,0,0,16
35,48,2248,7423419,7424600,747,60,22,1039,0,0,16
36,79,2327,3548084,3548298,888,30,3,1042,3,0,17
37,32,2359,3439903,3440368,619,30,3,1046,0,0,13
