event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,54,54,4551060,4766568,4551053,50,0,1000,0,0,6
2,47,101,6637180,6706445,5434641,65,15,1000,1,0,7
3,50,147,4844867,4896244,5468010,45,25,999,2,4,4
4,76,223,2009724,2047496,3553327,20,14,1001,1,0,4
5,45,268,4672249,4797321,3348020,40,14,1003,0,0,-2
6,70,338,1079358,1128613,1846065,10,3,1001,0,0,12
7,80,418,1123364,1168551,1211402,10,3,1005,0,0,10
8,96,514,47406,49944,319616,1,3,1013,0,0,0
9,52,566,4082334,4110627,286371,35,10,1013,2,0,4
10,90,656,339537,347399,130600,5,0,1015,2,0,5
11,43,699,3978714,4012322,119922,35,8,1018,2,0,10
12,59,758,749256,763865,50303,10,12,1022,1,0,9
13,53,811,886570,918984,30124,10,12,1024,0,0,5
14,60,871,6536051,6556979,59272,55,3,1026,2,0,15
15,68,939,955830,983896,29740,10,3,1029,0,0,10
16,82,1021,989122,1003221,23331,10,5,1033,4,0,3
17,77,1098,3786603,3849018,30984,35,5,1039,0,0,2
18,43,1141,6898167,6940280,39333,55,1,1041,2,0,11
19,49,1190,2458133,2551449,25138,20,1,1039,0,0,5
20,58,1248,1408519,1464644,18576,15,1,1038,0,0,4
21,68,1316,694230,730969,9809,10,1,1036,0,0,9
22,37,1353,8143185,8185592,12958,65,2,1032,2,0,9
23,43,1396,6765687,6817448,12225,55,9,1034,1,0,8
24,73,1469,986277,994919,8049,10,3,1030,3,0,1
25,67,1536,3521813,3570437,10067,30,28,1032,1,0,2
26,87,1623,279097,285684,3803,5,9,1036,1,0,5
27,53,1676,2812957,2914439,2802,25,9,1038,0,0,11
28,82,1758,617683,631674,1906,5,25,1038,2,0,0
29,67,1825,2953178,3027578,1619,25,25,1041,0,0,2
30,67,1892,282582,291033,939,5,50,1040,1,0,13
31,67,1959,536874,548965,634,5,102,1042,2,0,0
32,69,2028,603381,644136,388,5,4,1035,0,0,11
33,132,2160,73467,76226,142,1,34,1033,1,0,0
34,58,2218,1185939,1251959,165,10,34,1033,0,0,6
35,52,2270,5761810,5919086,211,45,34,1035,0,0,11
36,66,2336,6873547,6878746,555,55,6,1036,3,0,19
37,18,2354,8650158,8678995,834,70,9,1039,1,0,19
