h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.97981,3.40428,1.97981,3.40428,"{'att': 263, 'def': 25}","{'att': 364, 'def': 40}",5,11,2,4,0.4618,l,2023-08-13 13:00:00,0,0,1,0,-1.42447
a,0.399613,2.41479,0.399613,2.41479,"{'att': 241, 'def': 18}","{'att': 271, 'def': 27}",5,6,0,2,0.09570000000000001,l,2023-08-20 13:00:00,0,0,1,0,-2.015177
h,0.540615,0.791472,0.540615,0.791472,"{'att': 148, 'def': 34}","{'att': 399, 'def': 17}",5,2,0,1,1.035,l,2023-08-27 13:00:00,0,0,1,0,-0.250857
a,1.40431,0.64111,0.644213,0.64111,"{'att': 200, 'def': 29}","{'att': 334, 'def': 28}",3,4,2,2,2.0838,d,2023-09-03 11:00:00,0,1,0,1,0.003103000000000078
h,1.26417,0.866302,0.504075,0.866302,"{'att': 204, 'def': 18}","{'att': 234, 'def': 26}",1,1,0,1,1.7317,l,2023-09-17 13:00:00,0,0,1,0,-0.36222699999999997
a,0.716065,1.01727,0.716065,1.01727,"{'att': 150, 'def': 25}","{'att': 359, 'def': 20}",8,3,1,2,1.0337,l,2023-09-24 13:00:00,0,0,1,0,-0.30120499999999995
h,1.16006,2.99118,1.16006,2.99118,"{'att': 279, 'def': 17}","{'att': 128, 'def': 22}",5,14,0,0,0.3371,d,2023-09-30 15:00:00,0,1,0,1,-1.8311199999999999
a,1.28994,1.73586,1.28994,1.73586,"{'att': 253, 'def': 21}","{'att': 193, 'def': 37}",5,17,2,1,1.0675000000000001,w,2023-10-22 18:45:00,1,0,0,3,-0.44591999999999987
h,0.298709,2.15871,0.298709,1.39861,"{'att': 358, 'def': 25}","{'att': 279, 'def': 20}",3,4,0,1,0.13829999999999998,l,2023-10-27 19:00:00,0,0,1,0,-1.099901
a,1.05162,1.55966,1.05162,1.55966,"{'att': 226, 'def': 27}","{'att': 378, 'def': 17}",9,4,0,0,0.9718,d,2023-11-05 14:00:00,0,1,0,1,-0.50804
h,1.40549,0.58473,0.645396,0.58473,"{'att': 236, 'def': 29}","{'att': 340, 'def': 17}",6,5,1,0,2.1317999999999997,w,2023-11-12 14:00:00,1,0,0,3,0.060666
h,1.84299,2.53223,1.84299,2.53223,"{'att': 346, 'def': 23}","{'att': 322, 'def': 29}",3,7,0,3,0.9295,l,2023-11-25 16:00:00,0,0,1,0,-0.6892400000000003
a,0.548696,2.5147,0.548696,1.7546,"{'att': 259, 'def': 14}","{'att': 196, 'def': 44}",4,12,1,1,0.2271,d,2023-11-29 17:00:00,0,1,0,1,-1.2059039999999999
a,0.605084,1.30229,0.605084,0.542197,"{'att': 361, 'def': 28}","{'att': 245, 'def': 22}",7,4,0,3,0.6568,l,2023-12-03 14:00:00,0,0,1,0,0.06288699999999992
h,1.1121,0.635418,1.1121,0.635418,"{'att': 308, 'def': 32}","{'att': 274, 'def': 28}",5,7,0,0,1.7867,d,2023-12-10 14:00:00,0,1,0,1,0.47668200000000005
a,0.131252,2.62654,0.131252,2.62654,"{'att': 333, 'def': 24}","{'att': 306, 'def': 28}",0,12,1,2,0.0626,l,2023-12-17 16:05:00,0,0,1,0,-2.495288
h,0.75621,2.31736,0.75621,1.55726,"{'att': 261, 'def': 19}","{'att': 166, 'def': 17}",6,7,1,3,0.35409999999999997,l,2023-12-20 20:00:00,0,0,1,0,-0.80105
a,1.22157,1.63891,1.22157,1.63891,"{'att': 217, 'def': 12}","{'att': 238, 'def': 25}",3,12,2,1,1.0374,w,2024-01-14 14:00:00,1,0,0,3,-0.41734000000000004
h,1.53045,1.31652,1.53045,1.31652,"{'att': 276, 'def': 23}","{'att': 299, 'def': 24}",3,6,1,1,1.4906,d,2024-01-28 14:00:00,0,1,0,1,0.21393000000000018
a,0.81129,2.44237,0.81129,2.44237,"{'att': 390, 'def': 20}","{'att': 295, 'def': 28}",1,7,0,4,0.32209999999999994,l,2024-02-04 14:00:00,0,0,1,0,-1.6310799999999999
h,1.19719,1.35687,1.19719,1.35687,"{'att': 278, 'def': 18}","{'att': 214, 'def': 22}",7,8,1,1,1.2284,d,2024-02-11 14:00:00,0,1,0,1,-0.15968000000000004
a,0.755433,4.27182,0.755433,3.4653,"{'att': 337, 'def': 20}","{'att': 325, 'def': 15}",5,11,1,3,0.0458,l,2024-02-18 14:00:00,0,0,1,0,-2.709867
a,2.46292,1.97032,1.70282,1.97032,"{'att': 345, 'def': 23}","{'att': 241, 'def': 24}",9,10,0,0,1.7512999999999999,d,2024-02-25 14:00:00,0,1,0,1,-0.26750000000000007
h,0.737192,3.06861,0.737192,3.06861,"{'att': 316, 'def': 15}","{'att': 313, 'def': 24}",2,7,1,5,0.1396,l,2024-03-02 20:00:00,0,0,1,0,-2.331418
a,0.624762,1.82804,0.624762,1.06794,"{'att': 154, 'def': 21}","{'att': 308, 'def': 19}",8,3,0,1,0.4341,l,2024-03-10 14:00:00,0,0,1,0,-0.44317799999999985
h,1.17889,1.13876,0.418799,1.13876,"{'att': 261, 'def': 16}","{'att': 170, 'def': 15}",4,6,2,1,1.4187,w,2024-03-17 14:00:00,1,0,0,3,-0.7199610000000001
h,0.897271,2.30312,0.897271,1.54303,"{'att': 247, 'def': 27}","{'att': 337, 'def': 25}",1,7,0,3,0.41469999999999996,l,2024-03-31 14:00:00,0,0,1,0,-0.6457589999999999
