h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.56608,1.60148,1.56608,1.60148,"{'att': 84, 'def': 14}","{'att': 236, 'def': 33}",4,2,1,2,1.3503999999999998,l,2024-08-18 17:00:00,0,0,1,0,-0.0354000000000001
a,0.796104,1.79566,0.796104,1.79566,"{'att': 114, 'def': 28}","{'att': 330, 'def': 15}",5,4,1,0,0.5499,w,2024-08-24 19:30:00,1,0,0,3,-0.999556
h,0.951647,2.62561,0.951647,1.88233,"{'att': 137, 'def': 13}","{'att': 176, 'def': 15}",4,2,1,2,0.32510000000000006,l,2024-08-28 19:30:00,0,0,1,0,-0.930683
a,0.0209183,0.547095,0.0209183,0.547095,"{'att': 134, 'def': 28}","{'att': 178, 'def': 22}",0,5,0,0,0.6042000000000001,d,2024-09-01 17:15:00,0,1,0,1,-0.5261766999999999
h,1.41828,2.2759,1.41828,0.789346,"{'att': 281, 'def': 17}","{'att': 268, 'def': 13}",11,5,0,2,0.7268,l,2024-09-14 19:00:00,0,0,1,0,0.628934
a,0.499139,1.56932,0.499139,0.826041,"{'att': 202, 'def': 29}","{'att': 300, 'def': 16}",8,2,0,1,0.43310000000000004,l,2024-09-17 19:00:00,0,0,1,0,-0.326902
a,1.3906,0.952589,1.3906,0.952589,"{'att': 124, 'def': 28}","{'att': 314, 'def': 26}",9,0,0,0,1.734,d,2024-09-21 12:00:00,0,1,0,1,0.43801100000000004
h,3.6853,0.805963,3.6853,0.805963,"{'att': 172, 'def': 18}","{'att': 343, 'def': 22}",7,2,3,0,2.9008000000000003,w,2024-09-28 16:30:00,1,0,0,3,2.8793369999999996
h,1.08517,0.561748,1.08517,0.561748,"{'att': 175, 'def': 21}","{'att': 319, 'def': 11}",12,4,1,1,1.8079999999999998,d,2024-10-06 19:00:00,0,1,0,1,0.5234219999999999
a,1.86082,0.446152,1.86082,0.446152,"{'att': 248, 'def': 24}","{'att': 341, 'def': 19}",3,5,1,0,2.4718,w,2024-10-19 16:30:00,1,0,0,3,1.4146679999999998
h,1.6767,1.06487,1.6767,1.06487,"{'att': 85, 'def': 16}","{'att': 329, 'def': 12}",11,2,0,2,1.8348000000000002,l,2024-10-27 20:00:00,0,0,1,0,0.6118300000000001
a,1.21835,0.629505,0.475072,0.629505,"{'att': 260, 'def': 17}","{'att': 268, 'def': 16}",0,1,2,0,1.9445999999999999,w,2024-11-03 17:30:00,1,0,0,3,-0.154433
h,1.88518,0.514102,1.88518,0.514102,"{'att': 380, 'def': 34}","{'att': 148, 'def': 15}",7,7,1,0,2.4081,w,2024-11-10 20:00:00,1,0,0,3,1.3710780000000002
a,0.799084,1.65075,0.799084,1.65075,"{'att': 155, 'def': 23}","{'att': 338, 'def': 31}",6,7,0,1,0.631,l,2024-11-24 20:00:00,0,0,1,0,-0.8516659999999999
h,0.818081,0.366137,0.0748031,0.366137,"{'att': 296, 'def': 41}","{'att': 180, 'def': 21}",1,3,2,0,1.9632999999999998,w,2024-12-01 20:00:00,1,0,0,3,-0.2913339
a,1.74462,0.463722,1.74462,0.463722,"{'att': 250, 'def': 41}","{'att': 152, 'def': 18}",8,3,3,0,2.4092,w,2024-12-08 13:00:00,1,0,0,3,1.280898
h,1.24562,0.840973,1.24562,0.840973,"{'att': 122, 'def': 26}","{'att': 206, 'def': 34}",11,2,0,0,1.7152999999999998,d,2024-12-15 17:30:00,0,1,0,1,0.404647
a,0.314488,1.22165,0.314488,1.22165,"{'att': 182, 'def': 24}","{'att': 281, 'def': 31}",4,5,0,2,0.4476,l,2024-12-21 15:15:00,0,0,1,0,-0.9071619999999999
h,0.805968,1.22527,0.805968,1.22527,"{'att': 178, 'def': 29}","{'att': 273, 'def': 16}",0,5,1,0,0.9783,w,2025-01-13 20:00:00,1,0,0,3,-0.41930200000000006
a,0.758224,1.77248,0.758224,1.77248,"{'att': 123, 'def': 22}","{'att': 288, 'def': 21}",12,4,0,1,0.5444,l,2025-01-19 20:00:00,0,0,1,0,-1.014256
h,1.26074,2.01027,1.26074,2.01027,"{'att': 103, 'def': 15}","{'att': 159, 'def': 29}",10,2,0,3,0.7994999999999999,l,2025-01-26 15:15:00,0,0,1,0,-0.7495299999999998
a,2.35115,1.11088,2.35115,1.11088,"{'att': 179, 'def': 17}","{'att': 327, 'def': 16}",13,6,1,2,2.2869,l,2025-02-02 17:30:00,0,0,1,0,1.24027
