season_name,total_points,rank
2016/17,2015,534736
2017/18,1876,2213794
2018/19,1866,3460334
2019/20,2035,1521277
2020/21,2097,1724285
2021/22,2305,637898
2022/23,2384,769766
2023/24,2528,39456
2024/25,2361,873779
