name,time,event
3xc,2025-08-13T09:24:55.265327Z,1
bboost,2025-10-03T11:40:03.444144Z,7
wildcard,2025-10-20T07:30:07.611852Z,9
freehit,2025-12-04T15:23:35.182539Z,15
3xc,2026-02-10T08:13:23.532196Z,26
wildcard,2026-04-07T19:43:56.902028Z,32
bboost,2026-04-10T18:52:02.410901Z,33
freehit,2026-04-20T07:40:39.807463Z,34
