h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.9263,1.15188,1.9263,1.15188,"{'att': 181, 'def': 18}","{'att': 384, 'def': 11}",6,6,2,0,1.9957000000000003,w,2024-08-24 16:30:00,1,0,0,3,0.7744199999999999
a,0.918302,0.278533,0.918302,0.278533,"{'att': 288, 'def': 23}","{'att': 347, 'def': 19}",2,9,0,0,1.9953999999999998,d,2024-08-31 13:30:00,0,1,0,1,0.639769
h,2.84066,1.61406,2.08289,0.856287,"{'att': 208, 'def': 21}","{'att': 339, 'def': 22}",8,4,4,2,2.2349,w,2024-09-13 18:30:00,1,0,0,3,1.2266029999999999
a,0.60692,3.56218,0.60692,3.56218,"{'att': 296, 'def': 17}","{'att': 312, 'def': 21}",5,5,1,5,0.0806,l,2024-09-22 15:30:00,0,0,1,0,-2.95526
h,4.1712,1.02915,3.41342,1.02915,"{'att': 139, 'def': 26}","{'att': 339, 'def': 20}",18,2,4,2,2.8716,w,2024-09-27 18:30:00,1,0,0,3,2.38427
a,0.748758,1.52691,0.748758,0.769135,"{'att': 111, 'def': 17}","{'att': 356, 'def': 28}",7,3,1,2,0.6829000000000001,l,2024-10-05 13:30:00,0,0,1,0,-0.02037699999999998
h,3.97161,1.07012,3.97161,1.07012,"{'att': 148, 'def': 17}","{'att': 420, 'def': 13}",4,4,2,1,2.8209,w,2024-10-18 18:30:00,1,0,0,3,2.90149
a,0.776944,0.560509,0.776944,0.560509,"{'att': 84, 'def': 15}","{'att': 483, 'def': 30}",5,7,1,2,1.5318,l,2024-10-26 13:30:00,0,0,1,0,0.21643499999999993
h,3.30102,0.23928,3.30102,0.23928,"{'att': 244, 'def': 22}","{'att': 306, 'def': 17}",10,8,2,1,2.9189,w,2024-11-02 17:30:00,1,0,0,3,3.06174
a,0.845107,3.18749,0.08733,3.18749,"{'att': 278, 'def': 16}","{'att': 259, 'def': 25}",2,10,1,3,0.13379999999999997,l,2024-11-09 14:30:00,0,0,1,0,-3.10016
h,1.49974,1.1957,1.49974,1.1957,"{'att': 265, 'def': 25}","{'att': 390, 'def': 17}",8,3,4,0,1.5552,w,2024-11-23 14:30:00,1,0,0,3,0.3040400000000001
h,0.55981,1.83117,0.55981,1.83117,"{'att': 340, 'def': 28}","{'att': 172, 'def': 28}",4,8,1,1,0.4346,d,2024-11-30 17:30:00,0,1,0,1,-1.27136
a,1.58856,1.10194,1.58856,0.344165,"{'att': 213, 'def': 24}","{'att': 320, 'def': 19}",6,4,1,1,1.7184,d,2024-12-07 17:30:00,0,1,0,1,1.244395
h,0.433347,1.31436,0.433347,1.31436,"{'att': 193, 'def': 14}","{'att': 299, 'def': 28}",4,11,1,1,0.5926,d,2024-12-15 16:30:00,0,1,0,1,-0.881013
a,2.4116,1.95337,2.4116,1.95337,"{'att': 227, 'def': 19}","{'att': 299, 'def': 18}",8,10,3,1,1.6689,w,2024-12-22 16:30:00,1,0,0,3,0.4582299999999999
h,1.48663,1.8834,0.728853,1.8834,"{'att': 167, 'def': 19}","{'att': 497, 'def': 17}",4,4,2,3,0.9934000000000001,l,2025-01-10 19:30:00,0,0,1,0,-1.154547
