event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,65,65,1743774,1873850,1743774,20,0,1000,0,0,4
2,51,116,5148179,5238751,2307349,50,0,1001,0,0,7
3,49,165,5135661,5194858,2416114,50,14,1000,1,0,4
4,71,236,3227442,3301240,1937279,30,0,1000,0,0,19
5,48,284,3437485,3547777,1699383,30,0,1006,0,0,14
6,80,364,300759,304126,594074,5,2,1007,3,0,8
7,70,434,3399943,3471307,602854,30,2,1011,0,0,4
8,88,522,187528,194788,204683,5,2,1017,0,0,0
9,37,559,9292648,9393271,403227,80,2,1014,0,0,28
10,85,644,837639,853549,244127,10,0,1015,2,0,14
11,51,695,1387338,1404142,146445,15,1,1016,2,0,5
12,71,766,134905,136643,29524,5,0,1016,2,0,7
13,60,826,374095,394207,10919,5,0,1018,0,0,4
14,74,900,2047093,2117588,9466,20,0,1019,0,0,7
15,67,967,1173767,1186532,4614,10,2,1018,2,0,3
16,79,1046,1356708,1360918,4639,15,11,1026,1,0,4
17,74,1120,4773623,4805207,8387,40,4,1028,1,0,6
18,42,1162,7424276,7441613,12021,60,9,1028,3,0,12
19,41,1203,5721223,5872283,11992,50,9,1027,0,0,10
20,50,1253,3502585,3523540,14192,30,2,1025,2,0,5
21,52,1305,4956068,5072933,18054,40,2,1024,0,0,9
22,39,1344,7067167,7108844,20810,60,11,1019,2,0,11
23,42,1386,6907487,7059629,20741,55,11,1018,0,0,5
24,63,1449,3391591,3424066,22706,30,0,1015,1,0,0
25,78,1527,818502,822309,15816,10,9,1015,3,0,3
26,76,1603,1304265,1354548,10959,15,9,1015,0,0,3
27,59,1662,1345812,1402772,6072,15,9,1018,0,0,8
28,82,1744,598781,612847,4141,5,16,1019,1,0,2
29,65,1809,3415204,3494025,3802,30,16,1020,0,0,2
30,67,1876,282582,290899,2287,5,9,1021,1,0,14
31,64,1940,932946,942372,1835,10,2,1023,3,0,0
32,60,2000,2060526,2146860,1769,20,7,1013,0,0,11
33,140,2140,11464,11879,471,1,7,1015,0,0,0
34,52,2192,2070491,2129150,743,20,7,1014,0,0,12
35,57,2249,3783510,3920240,698,30,7,1016,0,0,12
36,83,2332,2599626,2612148,667,25,14,1017,3,0,21
37,20,2352,7914160,7929824,902,65,3,1019,2,0,22
