event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,78,78,288561,291160,288561,5,0,1000,0,0,10
2,47,125,6637180,6641852,1132734,65,0,1002,1,0,0
3,59,184,1816329,1819747,581491,20,0,1004,0,0,11
4,78,262,1573164,1575628,341345,15,27,1006,1,0,13
5,42,304,6280985,6285749,543281,55,7,1010,1,0,10
6,83,387,178139,179147,139731,5,4,1008,2,0,3
7,82,465,930699,932170,96623,10,2,1009,2,4,13
8,97,562,39545,39775,11704,1,2,1016,0,0,18
9,40,602,8384673,8388584,31401,70,21,1020,2,0,4
10,85,687,804388,806746,18177,10,12,1029,1,0,12
11,49,736,1801836,1805413,9885,15,4,1034,1,0,9
12,51,787,1983767,1987351,6831,20,8,1036,1,0,7
13,73,860,56556,58999,775,1,8,1036,0,0,5
14,72,932,2703350,2707516,883,25,11,1035,1,0,8
15,57,989,3257301,3261867,968,30,4,1035,1,0,6
16,75,1064,1986690,1988076,1300,20,12,1037,0,0,15
17,95,1159,703347,703974,544,10,1,1038,3,0,15
18,53,1212,2725862,2728228,380,25,12,1043,1,0,11
19,34,1246,9494510,9499735,693,80,22,1044,1,0,10
20,48,1294,4091795,4095349,1097,35,3,1045,1,0,4
21,43,1337,8530776,8531172,2949,70,12,1040,3,0,8
22,52,1389,1745574,1747060,1594,15,1,1038,1,0,5
23,52,1437,3081774,3083328,1040,25,18,1035,2,4,11
24,67,1504,2177296,2180207,1011,20,1,1038,1,0,2
25,86,1590,192663,193763,403,5,1,1044,0,0,4
26,80,1670,759747,761691,225,10,1,1047,0,0,5
27,50,1720,4230108,4232123,198,35,16,1046,2,0,13
28,67,1787,3020199,3022599,342,25,30,1047,2,0,1
29,66,1853,3180236,3184859,327,25,30,1050,0,0,1
30,73,1926,68189,68793,132,1,30,1052,0,0,15
31,46,1972,4437415,4438636,308,35,16,1054,1,0,2
32,58,2030,2553534,2571337,331,20,47,1040,0,0,11
33,134,2164,32435,34385,100,1,47,1042,0,0,0
34,56,2220,1463292,1468397,146,15,47,1042,0,0,10
35,48,2268,7769722,7774958,242,60,27,1044,1,0,16
36,79,2347,3548084,3549541,296,30,7,1048,3,0,17
37,38,2385,2245585,2246649,158,20,16,1051,2,0,7
