id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
263,Scotland,region-243,2025-07-20T23:14:33.034163Z,False,,,s,c,,1,False,False,False,True,2872810.0,True,206427,1,"[{'phase': 1, 'rank': 4, 'last_rank': 9, 'rank_sort': 4, 'total': 2385, 'league_id': 263, 'rank_count': 206427, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 51975, 'last_rank': 81679, 'rank_sort': 51983, 'total': 165, 'league_id': 263, 'rank_count': 206427, 'entry_percentile_rank': 30}]",[],4,9
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 158, 'last_rank': 296, 'rank_sort': 158, 'total': 2385, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2533039, 'last_rank': 3994965, 'rank_sort': 2533329, 'total': 165, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 30}]",[],158,296
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 158, 'last_rank': 296, 'rank_sort': 158, 'total': 2385, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2931583, 'last_rank': 4862615, 'rank_sort': 2931873, 'total': 165, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 25}]",[],158,296
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 66, 'last_rank': 117, 'rank_sort': 66, 'total': 2385, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 999727, 'last_rank': 1562677, 'rank_sort': 999839, 'total': 165, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 30}]",[],66,117
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 27228, 'last_rank': 47177, 'rank_sort': 27261, 'total': 1091, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2931583, 'last_rank': 4862615, 'rank_sort': 2931873, 'total': 165, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 25}]",[],27228,47177
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 89, 'last_rank': 164, 'rank_sort': 89, 'total': 2385, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 466509, 'last_rank': 701304, 'rank_sort': 466647, 'total': 165, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 45}]",[],89,164
3495,fplStore.com,,2025-07-21T11:40:43.832962Z,True,,,x,c,679.0,1,False,False,False,True,2904737.0,True,7267,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2385, 'league_id': 3495, 'rank_count': 7267, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2829, 'last_rank': 4286, 'rank_sort': 2829, 'total': 165, 'league_id': 3495, 'rank_count': 7267, 'entry_percentile_rank': 40}]",[],1,1
29547,FPL Alerts,,2025-07-21T12:42:11.085112Z,True,,,x,c,160789.0,1,False,False,False,True,2898852.0,True,16239,1,"[{'phase': 1, 'rank': 2, 'last_rank': 4, 'rank_sort': 2, 'total': 2385, 'league_id': 29547, 'rank_count': 16239, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 6074, 'last_rank': 9566, 'rank_sort': 6077, 'total': 165, 'league_id': 29547, 'rank_count': 16239, 'entry_percentile_rank': 40}]",[],2,4
48686,LazyFPL Newsletter,,2025-07-21T13:33:17.006501Z,False,,,x,c,266580.0,1,False,False,False,True,2892875.0,True,26039,1,"[{'phase': 1, 'rank': 10, 'last_rank': 16, 'rank_sort': 10, 'total': 2385, 'league_id': 48686, 'rank_count': 26039, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 10490, 'last_rank': 16773, 'rank_sort': 10499, 'total': 165, 'league_id': 48686, 'rank_count': 26039, 'entry_percentile_rank': 45}]",[],10,16
72108,£25 - G.Anonymous,,2025-07-21T14:59:47.713468Z,False,,,x,c,399254.0,1,False,False,False,True,2966981.0,True,57,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2385, 'league_id': 72108, 'rank_count': 57, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 21, 'last_rank': 36, 'rank_sort': 21, 'total': 165, 'league_id': 72108, 'rank_count': 57, 'entry_percentile_rank': 40}]",[],1,1
110731,£100 - G.Anonymous,,2025-07-21T18:43:05.582961Z,False,,,x,c,399254.0,1,False,False,False,True,3248871.0,True,15,10,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2385, 'league_id': 110731, 'rank_count': 15, 'entry_percentile_rank': 10}, {'phase': 11, 'rank': 5, 'last_rank': 10, 'rank_sort': 5, 'total': 165, 'league_id': 110731, 'rank_count': 15, 'entry_percentile_rank': 35}]",[],1,1
112632,League of Ordinary Gentlemen,,2025-07-21T18:56:31.690367Z,False,,,x,c,545421.0,1,False,False,False,True,2930296.0,True,145,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2385, 'league_id': 112632, 'rank_count': 145, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 54, 'last_rank': 86, 'rank_sort': 54, 'total': 165, 'league_id': 112632, 'rank_count': 145, 'entry_percentile_rank': 40}]",[],1,1
136714,Fantasy Football Scout,,2025-07-21T21:46:36.127141Z,False,,,x,c,41.0,1,False,False,False,True,2888138.0,True,45518,1,"[{'phase': 1, 'rank': 8, 'last_rank': 13, 'rank_sort': 8, 'total': 2385, 'league_id': 136714, 'rank_count': 45518, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 18495, 'last_rank': 29348, 'rank_sort': 18502, 'total': 165, 'league_id': 136714, 'rank_count': 45518, 'entry_percentile_rank': 45}]",[],8,13
164442,Football Mad £5k FPL League,,2025-07-22T08:12:31.965531Z,True,,,x,c,943685.0,1,False,False,False,True,2898862.0,True,15260,1,"[{'phase': 1, 'rank': 1, 'last_rank': 4, 'rank_sort': 1, 'total': 2385, 'league_id': 164442, 'rank_count': 15260, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 5736, 'last_rank': 8914, 'rank_sort': 5739, 'total': 165, 'league_id': 164442, 'rank_count': 15260, 'entry_percentile_rank': 40}]",[],1,4
173637,Beat FPL Karim,,2025-07-22T09:50:43.206540Z,True,,,x,c,3934.0,1,False,False,False,True,2904797.0,True,6876,1,"[{'phase': 1, 'rank': 1, 'last_rank': 2, 'rank_sort': 1, 'total': 2385, 'league_id': 173637, 'rank_count': 6876, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2415, 'last_rank': 3764, 'rank_sort': 2415, 'total': 165, 'league_id': 173637, 'rank_count': 6876, 'entry_percentile_rank': 40}]",[],1,2
187630,Beat The @KongEikrem,,2025-07-22T12:07:42.065513Z,True,,,x,c,33122.0,1,False,False,False,True,2915206.0,True,1324,1,"[{'phase': 1, 'rank': 1, 'last_rank': 2, 'rank_sort': 1, 'total': 2385, 'league_id': 187630, 'rank_count': 1324, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 551, 'last_rank': 812, 'rank_sort': 551, 'total': 165, 'league_id': 187630, 'rank_count': 1324, 'entry_percentile_rank': 45}]",[],1,2
