event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,75,75,468092,498545,468092,5,0,1000,0,0,3
2,77,152,311379,317239,35145,5,0,1001,0,0,7
3,56,208,2787549,2812646,41499,25,23,1003,2,0,2
4,75,283,2251481,2277162,47157,20,27,1008,1,0,3
5,44,327,5372112,5415236,89079,50,27,1011,1,0,2
6,68,395,1466307,1479724,74693,15,39,1015,1,0,11
7,74,469,2336423,2375839,69393,20,39,1019,0,0,6
8,66,535,3300417,3319382,93990,30,0,1024,2,0,5
9,57,592,2466760,2509095,61475,25,0,1025,0,0,7
10,55,647,9476522,9511848,210360,80,0,1027,0,0,19
11,68,715,60684,60952,44795,1,12,1026,3,0,8
12,46,761,3314087,3344016,41660,30,28,1031,1,0,11
13,38,799,4470726,4531463,62916,40,28,1035,0,0,8
14,80,879,955169,978622,36582,10,28,1035,0,0,6
15,43,922,8298843,8361854,73334,70,28,1036,0,0,4
16,91,1013,298052,300795,35858,5,7,1035,3,0,8
17,113,1126,37850,38802,5736,1,2,1036,2,0,0
18,60,1186,1121987,1131489,2540,10,12,1036,1,0,15
19,56,1242,1028344,1035694,909,10,7,1037,1,0,17
20,67,1309,455484,459786,375,5,4,1030,2,0,10
21,70,1379,523881,534622,150,5,8,1033,1,0,6
22,57,1436,778028,798122,56,10,8,1037,0,0,5
23,47,1483,4636809,4716779,38,40,8,1040,0,0,1
24,70,1553,1531033,1538641,38,15,3,1034,3,0,9
25,64,1617,4670499,4701633,59,40,17,1037,1,0,4
26,74,1691,1805573,1823458,49,15,8,1039,1,0,4
27,61,1752,1138398,1146514,20,10,7,1040,1,0,4
28,63,1815,3937931,3957213,65,35,1,1045,1,0,0
29,79,1894,1003555,1013036,26,10,1,1041,1,0,7
30,52,1946,2891964,2917256,33,25,1,1045,1,0,0
31,65,2011,681717,715002,29,10,1,1044,0,0,24
32,61,2072,1835427,1884881,19,15,5,1033,0,0,15
33,73,2145,3986413,4024153,339,35,5,1032,0,0,0
34,52,2197,2196975,2206221,561,20,15,1033,2,0,0
35,74,2271,422331,427948,201,5,23,1038,1,0,17
36,87,2358,1724336,1740553,147,15,13,1041,1,0,16
37,34,2392,3112798,3131491,96,25,7,1042,1,0,4
