event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,73,73,631488,728388,631488,10,30,1000,0,0,3
2,36,109,9332631,9414859,3634170,90,30,1000,0,0,6
3,50,159,4844867,4917115,3374916,45,12,1001,2,0,3
4,93,252,114121,122616,733514,1,3,997,0,0,6
5,51,303,2385748,2523266,573940,25,3,1004,0,0,10
6,61,364,2671597,2710313,589126,25,6,1009,1,0,6
7,70,434,3540469,3599881,602854,30,53,1012,1,0,6
8,88,522,200946,207562,205685,5,37,1017,1,0,14
9,38,560,8898852,9068617,385056,75,37,1020,0,0,5
10,77,637,2562349,2579806,347204,25,6,1025,3,0,9
11,55,692,638099,687663,172275,10,6,1031,0,0,7
12,49,741,2457927,2507485,131056,20,10,1035,1,0,6
13,53,794,886570,934583,81952,10,10,1037,0,0,1
14,84,878,589372,599931,38727,5,1,1035,2,0,7
15,48,926,6550554,6617435,59735,55,9,1037,1,0,4
16,108,1034,13373,14621,10516,1,3,1042,5,0,0
17,93,1127,854201,874685,5487,10,29,1051,1,0,19
18,37,1164,9492296,9537625,10839,80,6,1050,1,0,19
19,40,1204,6218694,6462699,11398,50,6,1052,0,0,8
20,47,1251,4475693,4504319,16050,40,4,1050,2,0,6
21,66,1317,1065693,1100448,9454,10,0,1046,1,0,11
22,47,1364,2968940,3130747,7086,25,0,1048,0,0,21
23,43,1407,6435897,6668978,6550,55,0,1052,0,0,5
24,67,1474,2252388,2270102,6014,20,5,1042,3,0,3
25,88,1562,139261,150634,2292,5,5,1047,0,0,2
26,93,1655,97415,100888,555,1,11,1047,1,0,5
27,49,1704,4602156,4658695,528,40,6,1048,1,0,13
28,92,1796,95136,99325,190,1,12,1050,1,0,2
29,70,1866,2484804,2505181,152,20,53,1048,2,0,4
30,63,1929,547027,593198,108,5,53,1055,0,0,10
31,58,1987,1941385,1969708,143,20,65,1056,2,0,2
32,60,2047,2060526,2188918,135,20,65,1060,0,0,6
33,98,2145,1156800,1189007,345,10,65,1055,0,0,29
34,53,2198,2028123,2043945,540,20,86,1052,2,0,0
35,62,2260,2200639,2346200,384,20,23,1044,0,0,6
36,84,2344,2314387,2346567,346,20,16,1051,1,0,0
37,8,2352,11654971,11657368,911,90,17,1052,1,0,17
