name,time,event
bboost,2025-08-17T19:13:03.665639Z,2
3xc,2025-09-24T13:28:02.118283Z,6
wildcard,2025-10-26T22:51:20.336564Z,10
freehit,2025-11-26T20:03:22.101103Z,13
3xc,2026-02-09T21:58:21.715863Z,26
wildcard,2026-04-10T14:52:26.473277Z,32
bboost,2026-04-17T10:13:43.219206Z,33
freehit,2026-04-21T19:17:46.839285Z,34
