id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
7,Chelsea,team-7,2025-07-20T23:14:28.429685Z,False,,,s,c,,1,False,False,False,True,2858394.0,True,993958,1,"[{'phase': 1, 'rank': 37, 'last_rank': 98, 'rank_sort': 37, 'total': 2360, 'league_id': 7, 'rank_count': 993958, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 71228, 'last_rank': 198796, 'rank_sort': 71252, 'total': 180, 'league_id': 7, 'rank_count': 993959, 'entry_percentile_rank': 10}]",[],37,98
261,England,region-241,2025-07-20T23:14:32.999318Z,False,,,s,c,,1,False,False,False,True,2837110.0,True,3435923,1,"[{'phase': 1, 'rank': 213, 'last_rank': 473, 'rank_sort': 213, 'total': 2360, 'league_id': 261, 'rank_count': 3435923, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 352735, 'last_rank': 791166, 'rank_sort': 352852, 'total': 180, 'league_id': 261, 'rank_count': 3435924, 'entry_percentile_rank': 15}]",[],213,473
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 581, 'last_rank': 1364, 'rank_sort': 583, 'total': 2360, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1006549, 'last_rank': 2308735, 'rank_sort': 1006859, 'total': 180, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 15}]",[],581,1364
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 581, 'last_rank': 1366, 'rank_sort': 583, 'total': 2360, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1126632, 'last_rank': 2748127, 'rank_sort': 1126942, 'total': 180, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 10}]",[],581,1366
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 237, 'last_rank': 535, 'rank_sort': 237, 'total': 2360, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 398718, 'last_rank': 892947, 'rank_sort': 398847, 'total': 180, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 15}]",[],237,535
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 14385, 'last_rank': 33908, 'rank_sort': 14390, 'total': 1101, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1126632, 'last_rank': 2748127, 'rank_sort': 1126942, 'total': 180, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 10}]",[],14385,33908
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 330, 'last_rank': 843, 'rank_sort': 332, 'total': 2360, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 192007, 'last_rank': 427790, 'rank_sort': 192197, 'total': 180, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 20}]",[],330,843
29657,Morleague,,2025-07-21T12:42:27.767137Z,False,,,x,c,148958.0,1,False,True,True,True,4158940.0,True,3,35,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2360, 'league_id': 29657, 'rank_count': 3, 'entry_percentile_rank': 35}, {'phase': 11, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 180, 'league_id': 29657, 'rank_count': 3, 'entry_percentile_rank': 70}]",[],1,1
29668,Verdansk Premier League,,2025-07-21T12:42:28.920622Z,False,,,x,c,148958.0,1,False,True,True,True,3589519.0,True,5,20,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2360, 'league_id': 29668, 'rank_count': 5, 'entry_percentile_rank': 20}, {'phase': 11, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 180, 'league_id': 29668, 'rank_count': 5, 'entry_percentile_rank': 20}]",[],1,1
29672,Darren Bentain,,2025-07-21T12:42:29.498442Z,False,,,x,c,148958.0,1,False,True,True,True,4158957.0,True,3,35,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2360, 'league_id': 29672, 'rank_count': 3, 'entry_percentile_rank': 35}, {'phase': 11, 'rank': 2, 'last_rank': 3, 'rank_sort': 2, 'total': 180, 'league_id': 29672, 'rank_count': 3, 'entry_percentile_rank': 70}]",[],1,1
1074431,Morleague,,2025-08-09T14:28:24.515011Z,False,,,x,c,4953831.0,1,False,False,False,True,4149267.0,True,4,25,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2360, 'league_id': 1074431, 'rank_count': 4, 'entry_percentile_rank': 25}, {'phase': 11, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 180, 'league_id': 1074431, 'rank_count': 4, 'entry_percentile_rank': 50}]",[],1,1
1113192,Billabong Premier League,,2025-08-10T07:32:46.220908Z,False,,,x,c,5129199.0,1,False,False,False,True,4180181.0,True,3,35,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2360, 'league_id': 1113192, 'rank_count': 3, 'entry_percentile_rank': 35}, {'phase': 11, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 180, 'league_id': 1113192, 'rank_count': 3, 'entry_percentile_rank': 70}]",[],1,1
1829156,888Africa OG,,2025-08-15T06:50:46.530445Z,True,,,x,c,968284.0,1,False,False,False,True,3118768.0,True,30,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2360, 'league_id': 1829156, 'rank_count': 30, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 3, 'last_rank': 10, 'rank_sort': 3, 'total': 180, 'league_id': 1829156, 'rank_count': 30, 'entry_percentile_rank': 10}]",[],1,1
2367843,888Africa Fantasy League,,2025-08-21T11:41:51.466221Z,False,,,x,c,968284.0,4,False,False,False,True,3001523.0,True,40,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2182, 'league_id': 2367843, 'rank_count': 40, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 3, 'last_rank': 12, 'rank_sort': 3, 'total': 180, 'league_id': 2367843, 'rank_count': 40, 'entry_percentile_rank': 10}]",[],1,1
2905355,Adobe Express Badge League,partner-adobe,2026-02-09T14:37:02.565950Z,False,,,s,c,,28,False,False,False,False,,,702402,1,"[{'phase': 1, 'rank': 804, 'last_rank': 2808, 'rank_sort': 807, 'total': 713, 'league_id': 2905355, 'rank_count': 702402, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 110998, 'last_rank': 235974, 'rank_sort': 111059, 'total': 180, 'league_id': 2905355, 'rank_count': 702403, 'entry_percentile_rank': 20}]",[],804,2808
