event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,60,60,2856515,2858029,2856514,35,0,1000,0,0,10
2,51,111,5148179,5149561,3227368,50,0,1001,0,0,9
3,71,182,320320,320384,708964,5,24,1003,2,0,7
4,70,252,3536852,3537502,733514,35,1,1001,0,0,16
5,60,312,562890,563279,301969,5,1,1006,0,0,8
6,57,369,3590222,3590417,449636,35,14,1007,2,0,8
7,79,448,1294001,1294708,282793,15,14,1010,0,0,9
8,81,529,568935,569136,134582,5,1,1016,1,0,13
9,49,578,4765395,4765857,146788,40,1,1016,0,0,6
10,79,657,1814188,1814591,121064,15,1,1018,0,0,11
11,32,689,9500349,9500561,200763,80,9,1022,2,0,8
12,47,736,3110844,3111005,171850,30,0,1021,3,0,21
13,77,813,21292,21499,26022,1,0,1023,0,0,1
14,61,874,5989916,5990288,48370,50,0,1024,0,0,3
15,64,938,1641604,1641846,30970,15,3,1026,2,0,3
16,96,1034,135177,135264,10390,5,0,1033,4,0,4
17,80,1114,3009682,3010135,12223,25,0,1041,0,0,4
18,64,1178,654261,654337,4503,10,4,1042,3,0,0
19,45,1223,3898573,3899196,3461,35,4,1043,0,0,13
20,61,1284,1072015,1072263,2230,10,1,1041,2,0,9
21,63,1347,1551487,1551970,1453,15,1,1042,0,0,13
22,46,1393,3599650,3600159,1194,30,16,1043,1,0,10
23,53,1446,2513820,2514134,547,20,16,1045,0,0,17
24,67,1513,2177296,2177768,514,20,7,1045,1,0,3
25,58,1571,7020273,7020525,1279,55,32,1048,1,0,14
26,72,1643,2294248,2294484,1190,20,1,1042,2,0,5
27,40,1683,8825561,8826669,1872,70,1,1040,0,0,18
28,92,1775,104966,105069,703,1,7,1041,3,0,3
29,72,1843,2088982,2089110,601,20,20,1042,2,4,2
30,47,1890,4480122,4480992,1062,35,20,1048,0,0,27
31,70,1960,282202,282353,599,5,87,1051,1,0,2
32,57,2017,2878886,2880140,708,25,0,1039,0,0,13
33,119,2136,284470,284635,603,5,18,1038,1,0,0
34,64,2200,580259,580997,481,5,18,1038,0,0,7
35,59,2259,3095859,3096872,400,25,18,1041,0,0,16
36,75,2334,4542359,4543027,609,40,13,1044,2,0,19
37,21,2355,7545478,7545811,798,60,3,1045,2,0,13
