season_name,total_points,rank
2017/18,2004,1142643
2018/19,2091,923504
2019/20,2041,1460038
2020/21,2217,797887
2021/22,2375,380903
2022/23,2463,305098
2023/24,2600,3665
2024/25,2402,561249
