event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,75,75,468092,475485,468092,5,0,1000,0,0,8
2,62,137,2076094,2083438,290563,20,0,1002,0,0,16
3,40,177,8477718,8484867,1056769,75,18,1005,1,0,4
4,81,258,969970,977406,465603,10,11,1005,0,0,9
5,54,312,1563964,1574767,300260,15,11,1010,0,0,22
6,71,383,1034355,1038884,180904,10,1,1012,2,0,7
7,87,470,360753,363826,63163,5,1,1016,0,0,8
8,79,549,699844,703748,32725,10,1,1024,0,0,12
9,41,590,7884859,7893349,68704,65,0,1023,1,0,6
10,86,676,727480,728829,37412,10,2,1026,3,0,6
11,44,720,3220461,3234435,30860,30,2,1031,0,0,8
12,65,785,325095,326457,7569,5,5,1030,1,0,6
13,70,855,107994,110093,1123,1,5,1031,0,0,4
14,62,917,5678804,5689326,2746,50,5,1031,0,0,2
15,52,969,5099600,5100166,4024,45,11,1031,4,0,4
16,79,1048,1356708,1357586,4035,15,23,1031,1,0,11
17,95,1143,703347,704648,1781,10,10,1033,3,0,15
18,46,1189,5161965,5174475,2047,45,10,1035,0,0,11
19,51,1240,2088244,2092248,1056,20,21,1034,1,0,0
20,42,1282,6273099,6276868,2469,50,5,1035,2,0,5
21,55,1337,4154074,4159421,2863,35,3,1033,2,0,11
22,39,1376,6637718,6655639,3471,55,3,1033,0,0,9
23,45,1421,5828715,5837540,2795,50,21,1029,1,0,20
24,79,1500,326631,328406,1248,5,1,1029,1,0,1
25,61,1561,5594309,5607944,2385,45,1,1031,0,0,2
26,79,1640,950190,953428,1422,10,24,1032,1,0,5
27,59,1699,1345812,1351910,712,15,24,1032,0,0,11
28,64,1763,3688185,3693378,1398,30,27,1032,1,0,0
29,60,1823,4925613,4928912,1795,40,18,1033,2,0,14
30,77,1900,27188,27618,580,1,18,1036,0,0,15
31,61,1961,1387566,1392651,549,15,12,1038,2,0,-1
32,67,2028,821763,828987,378,10,31,1028,0,0,9
33,132,2160,78476,78597,139,1,29,1026,3,0,0
34,69,2229,277662,284711,79,5,29,1026,0,0,13
35,48,2277,7769722,7778436,150,60,2,1027,1,0,15
36,87,2364,1724336,1728988,110,15,15,1029,1,0,16
37,22,2386,6850551,6865324,144,55,15,1030,0,0,11
