element,position,multiplier,player_name
502,1,1,Matz Sels
257,2,1,Maxence Lacroix
5,3,1,Gabriel dos Santos Magalhães
8,4,1,Jurriën Timber
291,5,1,James Tarkowski
384,6,1,Cody Gakpo
267,7,1,Ismaïla Sarr
449,8,1,Bruno Borges Fernandes
237,9,1,Enzo Fernández
430,10,2,Erling Haaland
283,11,1,Jean-Philippe Mateta
470,12,0,Martin Dúbravka
654,13,0,Jørgen Strand Larsen
72,14,0,Marcos Senesi Barón
335,15,0,Josh King
