id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
1,Arsenal,team-1,2025-07-20T23:14:28.319976Z,False,,,s,c,,1,False,False,False,True,2849439.0,True,1289497,1,"[{'phase': 1, 'rank': 88, 'last_rank': 93, 'rank_sort': 88, 'total': 2359, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 580867, 'last_rank': 594792, 'rank_sort': 581427, 'total': 150, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 50}]",[],88,93
261,England,region-241,2025-07-20T23:14:32.999318Z,False,,,s,c,,1,False,False,False,True,2837110.0,True,3435923,1,"[{'phase': 1, 'rank': 241, 'last_rank': 224, 'rank_sort': 241, 'total': 2359, 'league_id': 261, 'rank_count': 3435923, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1569220, 'last_rank': 1475200, 'rank_sort': 1571312, 'total': 150, 'league_id': 261, 'rank_count': 3435924, 'entry_percentile_rank': 50}]",[],241,224
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 651, 'last_rank': 613, 'rank_sort': 651, 'total': 2359, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 4462075, 'last_rank': 4247013, 'rank_sort': 4467456, 'total': 150, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 50}]",[],651,613
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 652, 'last_rank': 614, 'rank_sort': 652, 'total': 2359, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 5381880, 'last_rank': 5202990, 'rank_sort': 5387261, 'total': 150, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 45}]",[],652,614
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 270, 'last_rank': 249, 'rank_sort': 270, 'total': 2359, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1772249, 'last_rank': 1665242, 'rank_sort': 1774585, 'total': 150, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 50}]",[],270,249
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 34097, 'last_rank': 28132, 'rank_sort': 34230, 'total': 1087, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 5381880, 'last_rank': 5202990, 'rank_sort': 5387261, 'total': 150, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 45}]",[],34097,28132
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 365, 'last_rank': 350, 'rank_sort': 365, 'total': 2359, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 755225, 'last_rank': 730941, 'rank_sort': 757131, 'total': 150, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 75}]",[],365,350
20894,Moore the merrier,,2025-07-21T12:20:38.826372Z,False,,,x,c,85977.0,1,False,False,False,True,2958101.0,True,40,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2359, 'league_id': 20894, 'rank_count': 40, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 23, 'last_rank': 23, 'rank_sort': 23, 'total': 150, 'league_id': 20894, 'rank_count': 40, 'entry_percentile_rank': 60}]",[],1,1
582778,H. Smith Food Group plc,,2025-07-30T11:21:28.662579Z,False,,,x,c,2995271.0,1,False,False,False,True,3604859.0,True,8,15,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2359, 'league_id': 582778, 'rank_count': 8, 'entry_percentile_rank': 15}, {'phase': 11, 'rank': 5, 'last_rank': 6, 'rank_sort': 5, 'total': 150, 'league_id': 582778, 'rank_count': 8, 'entry_percentile_rank': 65}]",[],1,1
617269,Inter london Fc,,2025-07-31T08:53:55.835363Z,False,,,x,c,3143303.0,1,False,False,False,True,4283328.0,True,4,25,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2359, 'league_id': 617269, 'rank_count': 4, 'entry_percentile_rank': 25}, {'phase': 11, 'rank': 3, 'last_rank': 3, 'rank_sort': 3, 'total': 150, 'league_id': 617269, 'rank_count': 4, 'entry_percentile_rank': 75}]",[],1,1
