event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,44,44,7400956,7572821,7400945,80,0,1000,0,0,6
2,51,95,5148179,5256058,6501807,50,0,1000,0,0,7
3,56,151,2787549,2834366,4733955,25,9,1000,2,0,5
4,75,226,2131448,2203702,3097693,20,9,1002,0,0,7
5,52,278,2085575,2184107,2244891,20,9,1006,0,0,15
6,58,336,3406126,3417108,1992217,30,6,1006,3,0,4
7,57,393,7232649,7266668,2669894,65,12,1008,1,0,8
8,61,454,4629560,4722184,2747565,40,12,1011,0,0,14
9,57,511,2672426,2696316,2233938,25,10,1007,2,0,17
10,90,601,294802,310526,1362553,5,0,1004,0,0,14
11,32,633,9117605,9268422,1718138,75,0,1011,0,0,12
12,48,681,2573621,2654473,1429054,25,0,1014,0,0,5
13,84,765,4217,4881,328423,1,0,1015,0,0,3
14,84,849,589372,598555,175608,5,2,1014,2,0,6
15,66,915,1207972,1248240,103632,10,2,1018,0,0,6
16,94,1005,206727,208237,54791,5,2,1020,6,4,11
17,100,1105,337183,346568,20975,5,2,1028,1,0,15
18,88,1189,7141,7375,2090,1,6,1032,2,4,0
19,38,1227,7572950,7636194,2678,60,9,1034,1,0,15
20,47,1274,4193489,4324275,4143,35,9,1033,0,0,7
21,63,1337,1721120,1748734,2902,15,0,1027,2,0,9
22,45,1382,3725982,3863356,2445,30,0,1029,0,0,28
23,35,1417,10017678,10157047,3576,80,0,1034,0,0,18
24,75,1492,714004,721731,2085,10,6,1029,3,0,14
25,70,1558,2562227,2590674,2990,25,2,1037,2,4,4
26,60,1618,5838880,5976144,5022,50,2,1039,0,0,7
27,44,1662,6708526,6909838,6155,55,2,1039,0,0,7
28,99,1761,15484,16037,1624,1,1,1035,3,0,3
29,77,1838,1172701,1222087,781,10,1,1038,0,0,2
30,49,1887,3697787,3844612,1269,30,1,1043,0,0,13
31,60,1947,1593482,1606530,1287,15,66,1041,3,0,2
32,70,2017,512082,551713,713,5,7,1027,0,0,13
33,131,2144,87757,88931,377,1,30,1026,2,4,0
34,58,2202,1185939,1259867,441,10,30,1026,0,0,3
35,60,2262,2778662,2913835,339,25,30,1028,0,0,16
36,83,2345,2565672,2594261,336,20,7,1032,2,0,17
37,21,2366,7506132,7539562,454,60,3,1034,1,0,11
