event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,72,72,728920,803551,728920,10,5,1000,0,0,3
2,58,130,3159119,3223886,688267,30,5,1001,1,0,7
3,51,181,4229326,4307654,758104,40,5,1004,0,0,3
4,85,266,561329,575551,242684,5,4,1004,1,0,3
5,52,318,2254862,2303607,190345,20,2,1005,1,0,5
6,66,384,1706066,1743000,168263,15,2,1005,0,0,2
7,60,444,6465950,6486286,359247,55,2,1007,2,0,11
8,89,533,159885,166047,104115,5,1,1008,0,0,19
9,62,595,1386634,1441731,48691,15,1,1015,0,0,8
10,78,673,2285218,2297900,46273,20,18,1019,3,0,17
11,38,711,6013927,6163309,56385,50,18,1027,0,0,11
12,43,754,4402754,4437772,63301,40,12,1027,2,0,4
13,53,807,886570,920007,38101,10,12,1028,0,0,9
14,72,879,2539974,2624816,36350,25,12,1027,0,0,2
15,55,934,3955171,3987930,38851,35,5,1026,2,0,6
16,80,1014,1218261,1225781,33985,10,6,1026,2,0,0
17,110,1124,67511,69759,6539,1,18,1027,2,0,11
18,46,1170,5441815,5485783,7388,45,16,1033,1,0,26
19,53,1223,1594483,1611893,3446,15,8,1034,1,0,7
20,71,1294,241730,242897,1116,5,2,1029,3,0,5
21,71,1365,391919,414823,418,5,2,1033,0,0,11
22,40,1405,6100914,6250992,527,50,2,1038,0,0,15
23,44,1449,6366225,6395871,453,50,11,1042,2,0,18
24,70,1519,1500653,1523383,353,15,9,1044,2,0,5
25,83,1602,345658,354027,173,5,13,1047,1,0,2
26,63,1665,4999539,5035153,298,40,14,1049,1,0,12
27,47,1712,5536663,5588066,318,45,5,1048,1,0,10
28,74,1786,1609695,1634312,362,15,13,1050,1,0,2
29,88,1874,302000,307344,93,5,10,1049,1,0,3
30,63,1937,606954,623875,64,5,5,1052,1,0,8
31,72,2009,176963,180261,32,5,13,1053,1,0,0
32,62,2071,1625748,1704772,22,15,13,1054,0,0,13
33,102,2173,908067,931327,57,10,13,1053,0,0,18
34,57,2230,1428834,1438890,71,15,11,1049,2,0,3
35,56,2286,4156291,4314331,79,35,11,1035,0,0,5
36,74,2360,4778508,4800391,133,40,27,1042,1,0,18
37,41,2401,1672678,1692395,53,15,24,1044,1,0,0
