h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,1.80147,0.529421,1.80147,0.529421,"{'att': 72, 'def': 19}","{'att': 382, 'def': 21}",10,1,1,2,2.325,l,2025-08-23 13:30:00,0,0,1,0,1.272049
h,0.925105,1.60717,0.925105,1.60717,"{'att': 255, 'def': 16}","{'att': 296, 'def': 23}",5,8,1,0,0.8582000000000001,w,2025-08-30 13:30:00,1,0,0,3,-0.682065
a,0.548804,1.6832,0.548804,0.925425,"{'att': 185, 'def': 16}","{'att': 257, 'def': 16}",4,7,1,3,0.45589999999999997,l,2025-09-13 13:30:00,0,0,1,0,-0.3766210000000001
h,2.78829,1.05657,2.03051,1.05657,"{'att': 261, 'def': 22}","{'att': 334, 'def': 24}",9,4,2,0,2.5173000000000005,w,2025-09-19 18:30:00,1,0,0,3,0.97394
a,2.20939,1.07972,1.45161,1.07972,"{'att': 227, 'def': 21}","{'att': 282, 'def': 14}",11,8,2,1,2.2068,w,2025-09-28 15:30:00,1,0,0,3,0.37189000000000005
h,1.10781,0.290942,1.10781,0.290942,"{'att': 189, 'def': 21}","{'att': 322, 'def': 18}",4,2,1,0,2.0792,w,2025-10-05 13:30:00,1,0,0,3,0.8168679999999999
a,2.39474,0.392885,2.39474,0.392885,"{'att': 232, 'def': 16}","{'att': 297, 'def': 18}",11,5,3,0,2.6953,w,2025-10-18 13:30:00,1,0,0,3,2.001855
h,1.66805,1.40956,1.66805,0.651781,"{'att': 168, 'def': 16}","{'att': 238, 'def': 18}",5,4,2,1,1.5463999999999998,w,2025-10-26 15:30:00,1,0,0,3,1.0162689999999999
a,1.0701,1.73471,1.0701,1.73471,"{'att': 240, 'def': 27}","{'att': 318, 'def': 10}",10,9,1,3,0.8821,l,2025-11-01 14:30:00,0,0,1,0,-0.6646099999999999
h,2.44526,1.90345,1.68748,1.90345,"{'att': 168, 'def': 25}","{'att': 321, 'def': 24}",12,1,3,2,1.7720000000000002,w,2025-11-09 16:30:00,1,0,0,3,-0.21597
a,1.80942,3.15124,1.80942,2.39346,"{'att': 233, 'def': 22}","{'att': 288, 'def': 22}",6,11,3,3,0.5123,d,2025-11-22 14:30:00,0,1,0,1,-0.5840400000000001
a,1.10868,1.21357,1.10868,1.21357,"{'att': 146, 'def': 26}","{'att': 286, 'def': 21}",5,4,1,2,1.2557,l,2025-11-30 14:30:00,0,0,1,0,-0.10488999999999993
h,0.729313,4.07867,0.729313,3.32089,"{'att': 292, 'def': 12}","{'att': 246, 'def': 19}",6,13,0,5,0.0548,l,2025-12-06 14:30:00,0,0,1,0,-2.591577
a,2.05209,0.607898,2.05209,0.607898,"{'att': 199, 'def': 29}","{'att': 296, 'def': 21}",13,8,4,0,2.3605,w,2025-12-14 18:30:00,1,0,0,3,1.4441920000000001
h,1.46116,0.154175,1.46116,0.154175,"{'att': 199, 'def': 23}","{'att': 200, 'def': 24}",1,6,0,0,2.5815,d,2025-12-20 14:30:00,0,1,0,1,1.306985
a,2.68822,1.98318,1.93044,1.22541,"{'att': 340, 'def': 27}","{'att': 216, 'def': 14}",7,9,4,1,1.9061,w,2026-01-10 17:30:00,1,0,0,3,0.7050299999999998
h,3.54461,0.896468,3.54461,0.896468,"{'att': 186, 'def': 19}","{'att': 265, 'def': 28}",11,1,3,2,2.7759,w,2026-01-13 17:30:00,1,0,0,3,2.648142
h,2.1978,1.88763,2.1978,1.88763,"{'att': 182, 'def': 11}","{'att': 273, 'def': 23}",6,9,1,1,1.6246,d,2026-01-18 14:30:00,0,1,0,1,0.31017000000000006
a,2.72682,1.22197,2.72682,0.464191,"{'att': 274, 'def': 26}","{'att': 266, 'def': 16}",11,3,3,0,2.3943,w,2026-01-25 14:30:00,1,0,0,3,2.262629
h,2.95203,0.936187,2.95203,0.936187,"{'att': 99, 'def': 24}","{'att': 230, 'def': 25}",13,2,1,0,2.6184,w,2026-02-01 14:30:00,1,0,0,3,2.0158430000000003
a,0.912627,1.66217,0.912627,0.904394,"{'att': 140, 'def': 14}","{'att': 415, 'def': 15}",6,8,1,2,0.7473000000000001,l,2026-02-07 14:30:00,0,0,1,0,0.008232999999999935
h,2.56266,1.13246,2.56266,1.13246,"{'att': 175, 'def': 16}","{'att': 243, 'def': 20}",11,6,3,1,2.3451000000000004,w,2026-02-14 17:30:00,1,0,0,3,1.4302000000000001
