event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,51,51,5471408,5471976,5471399,60,0,1000,0,0,11
2,57,108,3433596,3433697,3954130,35,0,1000,1,0,0
3,83,191,26552,26552,302134,1,39,999,1,0,6
4,57,248,8098140,8098345,979993,70,13,998,1,0,10
5,53,301,1811822,1812143,661897,20,13,999,0,0,1
6,88,389,67965,68007,120152,1,15,998,2,0,3
7,65,454,4820034,4820224,197735,45,15,1001,0,0,3
8,74,528,1414834,1414892,147313,15,17,1006,2,0,12
9,35,563,10236547,10236672,340788,85,9,1006,1,0,6
10,84,647,947131,947265,215158,10,6,1007,1,0,8
11,40,687,5307799,5308043,228713,45,22,1011,1,0,22
12,60,747,606421,606459,95378,5,22,1011,0,0,5
13,85,832,3362,3376,7087,1,22,1010,0,0,4
14,62,894,5678804,5678948,14202,50,3,1000,0,0,8
15,60,954,2492632,2492777,11310,20,2,1005,2,0,8
16,85,1039,668184,668229,7384,10,2,1013,2,0,3
17,77,1116,3919480,3919648,10790,35,3,1018,1,0,6
18,52,1168,3048164,3048243,8343,25,15,1020,1,0,4
19,47,1215,3434788,3434900,5827,30,6,1020,2,0,7
20,61,1276,1045642,1045761,3625,10,3,1022,1,0,7
21,61,1337,2028642,2028847,2827,20,3,1022,0,0,12
22,26,1363,12146502,12146548,7376,100,10,1021,1,0,18
23,57,1420,1711900,1711978,2963,15,1,1021,1,0,3
24,64,1484,3059160,3059311,3369,25,0,1022,1,0,1
25,71,1555,2261594,2261746,3459,20,7,1023,2,0,12
26,84,1639,452578,452618,1495,5,5,1026,1,0,6
27,52,1691,3394303,3394430,1173,30,1,1025,1,0,10
28,71,1762,2038385,2038466,1490,20,1,1028,0,0,0
29,76,1838,1439456,1439466,777,15,0,1023,3,0,6
30,38,1876,8359371,8359463,2320,65,0,1028,0,0,22
31,65,1941,757459,757606,1742,10,70,1031,1,0,3
32,58,1999,2553534,2555219,1851,20,0,1021,0,0,9
33,141,2140,9608,9635,473,1,28,1017,1,0,0
34,50,2190,2423509,2423720,835,20,28,1017,0,0,8
35,54,2244,4949151,4949633,915,40,28,1019,0,0,8
36,83,2327,2599626,2599718,879,25,1,1021,3,0,21
37,25,2352,6023822,6023965,911,50,8,1023,2,0,2
