event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,69,69,1090649,1131215,1090649,15,0,1000,0,0,12
2,64,133,1780285,1798721,495800,20,0,1002,1,0,10
3,62,195,1297150,1308189,197978,15,9,1006,1,0,13
4,67,262,4531594,4564766,341345,40,9,1009,0,0,11
5,59,321,750032,759577,147938,10,4,1013,1,0,11
6,85,406,112678,114078,27609,1,4,1012,0,0,10
7,68,474,4172552,4184722,47264,35,1,1013,2,0,7
8,119,593,378,385,528,1,0,1020,2,0,0
9,42,635,7475951,7496578,1819,65,5,1023,1,0,8
10,80,715,1694326,1710933,1809,15,0,1026,1,0,20
11,41,756,4812566,4843820,1801,40,15,1028,1,0,7
12,55,811,1248967,1260121,877,15,18,1032,1,0,5
13,45,856,2228322,2254865,1084,20,18,1031,0,0,4
14,86,942,374724,381391,360,5,6,1034,0,0,6
15,55,997,3890968,3914327,487,35,12,1040,1,0,13
16,69,1066,3512773,3522030,1160,30,8,1042,4,0,9
17,97,1163,529390,534689,411,5,7,1049,2,0,7
18,39,1202,8664383,8682382,834,70,19,1054,1,0,2
19,42,1244,5568442,5593760,807,45,4,1055,1,0,3
20,78,1322,55800,57364,145,1,4,1057,0,0,5
21,53,1375,4586743,4632402,201,40,4,1056,0,0,11
22,47,1422,3264671,3275358,162,30,7,1055,2,0,8
23,45,1467,5828715,5851823,119,50,13,1057,1,0,2
24,66,1533,2287588,2316678,117,20,13,1060,0,0,16
25,74,1607,1327393,1354859,116,15,13,1063,0,0,26
26,76,1683,1412062,1423111,93,15,7,1064,1,0,7
27,38,1721,10109008,10127209,179,80,12,1065,1,0,9
28,85,1806,348673,355028,99,5,12,1069,0,0,1
29,62,1868,4351277,4363668,132,35,12,1069,1,0,11
30,38,1906,8739039,8744260,399,70,10,1066,2,0,8
31,68,1974,453125,456333,278,5,12,1064,3,0,2
32,67,2041,928259,932349,193,10,14,1062,2,0,10
33,107,2148,646369,657105,298,5,14,1059,0,0,25
34,59,2207,1148260,1151071,317,10,13,1060,1,0,2
35,70,2277,723336,738286,152,10,26,1058,0,0,13
36,96,2373,540103,546730,60,5,13,1065,1,0,0
37,38,2411,2075627,2102289,30,20,13,1069,0,0,7
