event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,54,54,4551060,4554586,4551053,50,0,1000,0,0,4
2,48,102,6140282,6141836,5128155,60,0,1001,0,0,12
3,60,162,1744002,1744595,2890952,20,6,1002,2,0,5
4,63,225,5927176,5927921,3225289,55,6,1002,0,0,9
5,50,275,2714461,2715996,2542649,25,6,1003,0,0,17
6,71,346,962897,963738,1358841,10,2,1004,0,0,3
7,72,418,2863727,2864757,1205942,25,2,1008,0,0,6
8,75,493,1153272,1154094,846304,10,2,1014,0,0,15
9,50,543,4702346,4702655,810025,40,1,1013,2,0,5
10,80,623,1694326,1695058,630120,15,0,1019,1,0,8
11,69,692,48830,48832,172275,1,18,1025,3,0,0
12,56,748,1103137,1103749,89093,10,22,1027,1,0,14
13,74,822,43105,43865,14285,1,22,1027,0,0,4
14,82,904,800718,800902,7233,10,6,1024,2,0,9
15,49,953,6143200,6144500,12060,50,5,1029,1,0,22
16,85,1038,684354,684717,8028,10,10,1025,4,0,4
17,93,1131,876085,876360,4217,10,0,1032,2,0,6
18,52,1183,2845955,2846536,3185,25,0,1038,0,0,13
19,35,1218,9112011,9112658,4901,75,7,1039,2,0,2
20,49,1267,3765870,3766550,6374,30,0,1039,1,0,1
21,51,1318,5326521,5327913,8825,45,0,1037,0,0,6
22,46,1364,3651972,3652432,7150,30,5,1032,2,0,22
23,55,1419,2176323,2176657,3208,20,11,1029,1,0,9
24,72,1487,1125281,1125837,2890,10,0,1029,2,4,1
25,69,1556,2821430,2822464,3375,25,24,1031,1,0,4
26,78,1634,1087549,1087933,2057,10,8,1030,1,0,17
27,61,1695,1025380,1025691,940,10,8,1031,0,0,9
28,94,1789,61276,61416,302,1,0,1034,2,0,6
29,67,1856,2953178,2953940,274,25,0,1039,0,0,7
30,63,1919,547027,548169,194,5,0,1044,0,0,23
31,59,1978,1751474,1752305,228,15,68,1043,2,0,3
32,53,2031,4192241,4194944,316,35,32,1027,0,0,10
33,128,2159,126689,127387,152,1,44,1029,1,0,0
34,72,2231,150786,151196,66,5,44,1029,0,0,5
35,53,2284,5352115,5353847,92,45,44,1031,0,0,18
36,90,2374,1283113,1283355,57,10,9,1032,3,0,8
37,20,2394,7877360,7878431,92,65,6,1035,1,0,18
