event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,65,65,1743774,1751614,1743774,20,0,1000,0,0,9
2,41,106,8215084,8219705,4274377,80,0,1001,0,0,3
3,68,174,480410,481311,1309371,5,0,1001,0,0,6
4,59,233,7300033,7303312,2240620,65,0,1001,0,0,6
5,50,283,2994242,2995562,1788161,30,3,1001,2,0,14
6,81,364,258572,258983,602252,5,7,1001,3,0,4
7,71,435,3128025,3132359,578749,30,5,1000,0,0,8
8,114,549,1065,1072,33049,1,5,1009,0,0,0
9,53,602,3548978,3552395,29726,30,5,1015,0,0,8
10,79,681,1984385,1986765,26563,20,4,1016,2,0,8
11,47,728,2189134,2193723,17297,20,4,1019,0,0,7
12,57,785,998731,999821,7606,10,3,1019,2,0,7
13,80,865,11690,11938,448,1,3,1018,0,0,10
14,55,920,7657201,7659797,2178,65,3,1019,0,0,17
15,57,977,3355543,3356317,2289,30,0,1020,3,0,22
16,87,1064,516969,517305,1300,5,1,1025,2,0,12
17,88,1152,1440250,1442306,896,15,1,1033,0,0,16
18,49,1201,4208953,4212205,865,35,7,1034,2,0,23
19,35,1236,9112011,9114788,1417,75,15,1033,2,0,18
20,56,1292,1776880,1780539,1280,15,15,1035,0,0,10
21,61,1353,2174267,2177161,972,20,0,1033,1,0,14
22,41,1394,5573820,5580306,1087,45,0,1035,0,0,15
23,42,1436,7315516,7317772,1058,60,1,1034,2,0,14
24,65,1501,2745850,2748347,1157,25,0,1032,1,0,2
25,82,1583,419778,420315,609,5,10,1031,2,0,2
26,65,1648,4304500,4307454,882,35,13,1032,1,0,1
27,45,1693,6553823,6558093,1039,55,2,1031,1,0,8
28,82,1775,617683,619438,692,5,2,1034,2,0,2
29,58,1833,5246727,5251596,1021,45,2,1034,0,0,5
30,60,1893,1022948,1024000,885,10,7,1034,2,0,4
31,57,1950,2138441,2141101,1064,20,9,1036,2,0,1
32,55,2005,3494686,3506318,1366,30,18,1026,0,0,12
33,135,2140,29499,29731,483,1,44,1024,1,0,0
34,74,2214,102576,103570,213,1,44,1024,0,0,7
35,69,2283,935377,936551,103,10,10,1026,1,0,6
36,78,2361,3575502,3578876,125,30,10,1029,0,0,18
37,30,2391,4304030,4305468,109,35,2,1031,2,0,11
