event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,78,78,288561,294191,288561,5,5,1000,0,0,6
2,55,133,3864995,3878431,469753,40,5,1000,0,0,7
3,56,189,2587151,2596780,353547,25,5,1002,0,0,4
4,95,284,86753,86973,41074,1,34,1003,2,0,13
5,52,336,2254862,2262923,36207,20,2,1008,1,0,0
6,83,419,178139,180000,7842,5,24,1012,2,0,3
7,73,492,2730196,2738930,10046,25,9,1014,1,0,10
8,67,559,2812309,2824171,14768,25,2,1019,0,0,19
9,42,601,7228809,7242163,32247,60,2,1021,0,0,28
10,70,671,4758664,4768262,51984,40,0,1023,1,0,7
11,40,711,5409179,5415940,57142,45,9,1022,2,0,10
12,62,773,499101,501152,18393,5,14,1021,1,0,7
13,37,810,4871448,4884450,31534,40,14,1021,0,0,5
14,83,893,688215,690034,15558,10,11,1022,2,0,5
15,57,950,3257301,3266391,14931,30,14,1025,1,0,6
16,86,1036,571341,572802,8979,5,14,1025,0,0,4
17,88,1124,1569638,1570725,6589,15,4,1025,4,0,2
18,56,1180,1936420,1940963,3946,20,0,1031,2,0,1
19,51,1231,1898872,1907204,2035,20,0,1032,0,0,10
20,50,1281,3502585,3506685,2700,30,8,1033,2,0,3
21,53,1334,4586743,4603396,3450,40,8,1031,0,0,6
22,39,1373,7067167,7074847,4234,60,17,1029,2,0,13
23,50,1423,3471480,3485470,2502,30,17,1030,0,0,8
24,76,1499,570105,572886,1331,5,7,1031,1,0,0
25,63,1562,5066382,5075171,2292,40,31,1035,1,0,4
26,71,1633,2502605,2508667,2131,20,13,1036,1,0,4
27,53,1686,3047749,3053570,1578,25,14,1036,1,0,5
28,86,1772,327592,330105,836,5,26,1035,2,0,2
29,54,1826,6386044,6399370,1533,50,26,1036,0,0,3
30,57,1883,1410031,1422836,1549,15,26,1037,0,0,10
31,65,1948,791255,793413,1198,10,27,1037,3,0,2
32,70,2018,512082,518477,660,5,6,1032,0,0,13
33,108,2126,626289,627209,1040,5,5,1034,1,0,0
34,58,2184,1185939,1201773,1154,10,5,1034,0,0,10
35,64,2248,1709116,1720799,756,15,5,1038,0,0,14
36,90,2338,1254631,1259708,490,10,12,1041,2,0,18
37,32,2370,3439903,3453759,373,30,12,1043,0,0,22
