h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.36166,0.136269,1.36166,0.136269,"{'att': 165, 'def': 22}","{'att': 416, 'def': 10}",15,1,0,0,2.4181,d,2023-08-12 18:00:00,0,1,0,1,1.2253910000000001
a,2.00415,1.15991,1.24405,0.399817,"{'att': 128, 'def': 19}","{'att': 473, 'def': 19}",9,2,1,1,2.0333,d,2023-08-19 19:00:00,0,1,0,1,0.8442330000000001
h,1.86713,0.487094,1.86713,0.487094,"{'att': 173, 'def': 22}","{'att': 498, 'def': 33}",16,4,3,1,2.3926,w,2023-08-26 19:00:00,1,0,0,3,1.380036
a,4.91949,2.44259,4.15939,1.68249,"{'att': 198, 'def': 16}","{'att': 509, 'def': 24}",17,8,4,1,2.6239,w,2023-09-03 18:45:00,1,0,0,3,2.4769
h,1.21929,1.94985,1.21929,1.94985,"{'att': 183, 'def': 24}","{'att': 402, 'def': 27}",11,7,2,3,0.8608,l,2023-09-15 19:00:00,0,0,1,0,-0.7305600000000001
h,2.00222,0.568702,2.00222,0.568702,"{'att': 122, 'def': 32}","{'att': 483, 'def': 23}",9,2,4,0,2.5241,w,2023-09-24 18:45:00,1,0,0,3,1.4335179999999998
a,2.99118,1.16006,2.99118,1.16006,"{'att': 128, 'def': 22}","{'att': 279, 'def': 17}",14,5,0,0,2.5253,d,2023-09-30 15:00:00,0,1,0,1,1.8311199999999999
a,3.13091,1.34436,3.13091,1.34436,"{'att': 224, 'def': 30}","{'att': 386, 'def': 30}",16,7,3,1,2.4502,w,2023-10-08 18:45:00,1,0,0,3,1.78655
h,2.51872,0.224242,1.75862,0.224242,"{'att': 102, 'def': 32}","{'att': 596, 'def': 16}",9,3,3,0,2.8865999999999996,w,2023-10-21 15:00:00,1,0,0,3,1.534378
a,2.09847,1.68226,1.20329,1.68226,"{'att': 196, 'def': 30}","{'att': 350, 'def': 36}",7,9,3,2,1.7079000000000002,w,2023-10-29 12:00:00,1,0,0,3,-0.4789700000000001
h,1.23178,0.583754,1.23178,0.583754,"{'att': 186, 'def': 25}","{'att': 470, 'def': 28}",13,3,3,0,1.8719999999999999,w,2023-11-03 20:00:00,1,0,0,3,0.6480260000000001
a,2.64035,1.54396,2.64035,1.54396,"{'att': 165, 'def': 26}","{'att': 374, 'def': 30}",8,5,3,0,2.1323,w,2023-11-11 16:00:00,1,0,0,3,1.0963900000000002
h,2.61317,1.52014,1.85307,1.52014,"{'att': 253, 'def': 23}","{'att': 298, 'def': 32}",9,9,5,2,2.1474,w,2023-11-24 20:00:00,1,0,0,3,0.33292999999999995
a,1.76208,1.85535,1.76208,1.85535,"{'att': 273, 'def': 14}","{'att': 271, 'def': 26}",2,11,2,0,1.3338999999999999,w,2023-12-03 12:00:00,1,0,0,3,-0.09326999999999996
h,2.15633,0.483837,2.15633,0.483837,"{'att': 249, 'def': 21}","{'att': 453, 'def': 17}",9,3,2,1,2.6093999999999995,w,2023-12-09 20:00:00,1,0,0,3,1.672493
a,1.39323,1.90778,0.633132,1.90778,"{'att': 209, 'def': 33}","{'att': 330, 'def': 16}",8,4,1,1,0.9528,d,2023-12-17 19:45:00,0,1,0,1,-1.274648
h,2.18199,0.149111,2.18199,0.149111,"{'att': 157, 'def': 18}","{'att': 356, 'def': 13}",9,1,3,1,2.8080999999999996,w,2023-12-20 20:00:00,1,0,0,3,2.032879
a,1.80377,2.68223,1.80377,1.92213,"{'att': 202, 'def': 24}","{'att': 401, 'def': 16}",12,7,2,0,0.8104,w,2024-01-14 19:45:00,1,0,0,3,-0.1183599999999998
h,1.89797,1.07348,1.89797,1.07348,"{'att': 228, 'def': 25}","{'att': 294, 'def': 37}",9,2,2,2,2.0442,d,2024-01-28 19:45:00,0,1,0,1,0.82449
a,1.90654,2.57864,1.14644,2.57864,"{'att': 169, 'def': 22}","{'att': 413, 'def': 27}",1,9,2,1,0.9269999999999999,w,2024-02-02 20:00:00,1,0,0,3,-1.4322000000000001
h,2.43098,1.48271,2.43098,1.48271,"{'att': 270, 'def': 31}","{'att': 324, 'def': 22}",9,8,3,1,2.0643000000000002,w,2024-02-10 20:00:00,1,0,0,3,0.94827
a,1.71895,2.13627,0.958859,2.13627,"{'att': 116, 'def': 17}","{'att': 363, 'def': 12}",6,6,2,0,0.9670000000000001,w,2024-02-17 20:00:00,1,0,0,3,-1.1774110000000002
h,1.88699,0.982428,1.12689,0.982428,"{'att': 208, 'def': 38}","{'att': 353, 'def': 18}",12,2,1,1,2.1277,d,2024-02-25 16:05:00,0,1,0,1,0.14446199999999998
a,1.84721,2.44196,1.84721,2.44196,"{'att': 123, 'def': 24}","{'att': 388, 'def': 30}",7,8,0,0,0.9654999999999999,d,2024-03-01 20:00:00,0,1,0,1,-0.5947499999999999
h,1.53515,1.51893,1.53515,1.51893,"{'att': 197, 'def': 28}","{'att': 371, 'def': 33}",10,5,2,2,1.3154000000000001,d,2024-03-10 12:00:00,0,1,0,1,0.016220000000000123
a,2.24298,2.51778,2.24298,1.75768,"{'att': 195, 'def': 26}","{'att': 426, 'def': 15}",10,3,6,2,1.1712,w,2024-03-17 19:45:00,1,0,0,3,0.4853000000000003
a,1.73967,1.02584,1.73967,1.02584,"{'att': 223, 'def': 19}","{'att': 364, 'def': 32}",7,6,2,0,1.9590999999999998,w,2024-03-31 19:45:00,1,0,0,3,0.71383
h,2.57381,0.28144,2.57381,0.28144,"{'att': 169, 'def': 27}","{'att': 305, 'def': 6}",19,1,1,1,2.8188,d,2024-04-06 19:00:00,0,1,0,1,2.29237
h,3.09132,0.667233,3.09132,0.667233,"{'att': 215, 'def': 19}","{'att': 422, 'def': 21}",10,13,4,1,2.7612,w,2024-04-21 19:00:00,1,0,0,3,2.424087
a,1.97814,1.03633,1.97814,1.03633,"{'att': 244, 'def': 25}","{'att': 452, 'def': 23}",8,9,4,1,2.119,w,2024-04-24 17:00:00,1,0,0,3,0.94181
h,2.25829,1.21268,2.25829,0.452581,"{'att': 98, 'def': 23}","{'att': 314, 'def': 13}",9,2,3,3,2.2233,d,2024-04-27 19:00:00,0,1,0,1,1.8057090000000002
h,1.50414,1.71089,1.50414,1.71089,"{'att': 160, 'def': 24}","{'att': 372, 'def': 16}",8,9,1,3,1.1831,l,2024-05-12 19:00:00,0,0,1,0,-0.20675
a,1.44503,1.95517,1.44503,1.95517,"{'att': 267, 'def': 25}","{'att': 470, 'def': 28}",8,7,2,1,0.9911,w,2024-05-15 19:00:00,1,0,0,3,-0.51014
a,2.92879,1.20722,2.92879,1.20722,"{'att': 126, 'def': 19}","{'att': 389, 'def': 17}",14,3,2,0,2.4625000000000004,w,2024-05-19 19:00:00,1,0,0,3,1.7215699999999998
