event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,50,50,5781366,5943531,5781357,65,0,1000,0,0,2
2,67,117,1279592,1308614,2217667,15,29,1000,1,0,5
3,38,155,9091008,9127248,4046717,85,62,1004,1,0,1
4,84,239,660525,673856,1682822,10,25,1005,1,0,3
5,54,293,1563964,1620508,1072347,15,25,1009,0,0,2
6,80,373,266643,272469,350941,5,25,1010,0,0,1
7,80,453,1123364,1161172,207454,10,25,1014,0,0,5
8,63,516,3990894,4053334,286376,35,25,1019,0,0,10
9,67,583,699091,723740,107975,10,25,1020,0,0,3
10,96,679,96714,97536,30376,1,7,1022,3,0,0
11,38,717,6013927,6128541,37700,50,7,1027,0,0,6
12,32,749,8865859,8892862,83759,75,20,1030,2,0,2
13,75,824,34885,39195,12396,1,20,1030,0,0,11
14,97,921,47848,49665,2029,1,6,1019,0,0,8
15,57,978,3257301,3293408,2104,30,6,1027,1,0,19
16,65,1043,4479985,4527370,5637,40,6,1039,0,0,3
17,115,1158,27090,27465,577,1,3,1042,4,0,7
18,43,1201,6538209,6638630,862,55,3,1050,0,0,14
19,43,1244,5200442,5210422,781,45,0,1047,3,0,7
20,57,1301,1585720,1635354,659,15,0,1047,0,0,21
21,64,1365,1342103,1391193,410,15,0,1048,0,0,15
22,26,1391,12146502,12162025,1354,100,4,1053,1,0,12
23,45,1436,5898494,5922364,1052,50,0,1052,2,0,16
24,57,1493,5693798,5724607,1894,45,15,1052,1,0,13
25,55,1548,8083448,8104173,5077,65,21,1051,1,0,8
26,81,1629,736298,745313,2631,10,2,1052,2,0,8
27,58,1687,1533804,1584645,1475,15,2,1053,0,0,13
28,83,1770,482005,497920,904,5,2,1056,0,0,1
29,80,1850,891901,902884,363,10,0,1054,1,0,2
30,51,1901,3001680,3088815,549,25,0,1057,0,0,11
31,64,1965,945697,948469,438,10,28,1050,4,0,2
32,63,2028,1432695,1490937,376,15,4,1047,0,0,11
33,100,2128,1060094,1065011,923,10,16,1043,1,0,8
34,54,2182,1751042,1800278,1266,15,16,1043,0,0,8
35,80,2262,145249,148104,327,5,16,1047,1,0,11
36,88,2350,1462457,1497458,235,15,16,1050,0,0,20
37,39,2389,2051436,2060472,121,20,11,1050,2,0,0
