season_name,total_points,rank
2015/16,1579,2646982
2017/18,1849,2427312
2018/19,1858,3536823
2019/20,1988,2026648
2020/21,2019,2434743
2021/22,1961,3161725
2022/23,2448,373585
2023/24,2521,46767
2024/25,2407,525331
