name,time,event
wildcard,2025-08-30T18:31:28.996295Z,4
bboost,2025-09-20T08:06:32.198576Z,5
3xc,2025-09-26T23:49:17.493283Z,6
freehit,2025-10-26T16:06:51.882621Z,10
freehit,2026-01-01T20:49:45.173427Z,20
wildcard,2026-03-01T21:14:24.070157Z,29
3xc,2026-04-16T08:11:15.806468Z,33
bboost,2026-05-11T08:04:27.757451Z,37
