event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,49,49,6072149,6168780,6072139,65,10,1000,0,0,6
2,56,105,3570435,3609410,4488328,35,10,1000,0,0,8
3,76,181,124430,125628,772668,5,65,1001,2,0,5
4,76,257,1896301,1928503,507742,20,8,1001,0,0,10
5,76,333,15786,16160,49138,1,3,1007,1,0,0
6,94,427,15179,15464,3097,1,3,1011,0,0,6
7,81,508,1077233,1087116,1926,10,33,1012,2,0,5
8,100,608,24194,24679,103,1,35,1021,1,0,6
9,47,655,5623980,5643833,209,50,17,1024,1,0,7
10,87,742,523605,534202,118,5,17,1030,0,0,1
11,54,796,835061,847028,30,10,26,1030,1,0,3
12,48,844,2725384,2748332,37,25,11,1033,1,0,5
13,47,891,1908630,1924437,42,20,23,1033,1,0,5
14,59,950,6772729,6793497,173,55,0,1035,1,0,7
15,46,996,7370264,7399419,536,60,0,1037,1,0,12
16,99,1095,82056,84689,114,1,8,1035,5,0,13
17,73,1168,4912302,4943444,278,40,8,1042,0,0,26
18,38,1206,9144388,9163379,643,75,14,1044,2,0,15
19,43,1249,5090024,5117860,552,45,20,1042,1,0,19
20,50,1299,3254057,3301381,780,30,20,1040,0,0,0
21,63,1362,1672561,1691652,517,15,18,1037,1,0,12
22,40,1402,6437818,6471954,640,55,4,1037,1,0,21
23,35,1437,10017678,10074041,1007,80,4,1038,0,0,22
24,63,1500,3437621,3455626,1257,30,9,1036,2,0,1
25,70,1570,2502396,2527441,1368,20,45,1039,1,0,3
26,73,1643,2024873,2040154,1190,20,24,1037,1,0,3
27,62,1705,991508,997343,499,10,4,1036,1,0,5
28,65,1770,3445504,3461636,919,30,12,1037,1,0,0
29,67,1837,2953178,2988891,806,25,87,1031,0,0,3
30,46,1883,4887286,4950809,1540,40,87,1038,0,0,15
31,81,1964,16270,16525,470,1,71,1039,2,0,7
32,68,2032,783671,791135,298,10,82,1042,1,0,9
33,98,2130,1191669,1195227,838,10,29,1038,1,0,5
34,45,2175,3638233,3644611,1857,30,22,1038,1,0,0
35,50,2225,6935835,6952343,2418,55,16,1041,1,0,5
36,86,2311,1910827,1924925,1991,15,30,1040,1,0,4
37,55,2366,364060,366928,445,5,13,1040,1,0,0
