element_in,element_in_cost,element_out,element_out_cost,entry,event,time
299,62,84,54,6329109,37,2026-05-15T16:12:12.805490Z
291,57,256,59,6329109,37,2026-05-15T16:12:12.800147Z
417,66,82,81,6329109,36,2026-05-09T09:41:11.614490Z
16,99,235,103,6329109,36,2026-05-09T09:40:25.471564Z
256,59,72,51,6329109,36,2026-05-09T09:40:25.466428Z
606,44,291,57,6329109,34,2026-04-22T08:05:58.021985Z
679,42,139,44,6329109,34,2026-04-20T09:26:37.638332Z
373,62,72,51,6329109,34,2026-04-20T09:26:37.638103Z
568,51,151,45,6329109,34,2026-04-20T09:26:37.637880Z
291,57,411,51,6329109,34,2026-04-20T09:26:37.637617Z
694,45,77,42,6329109,34,2026-04-20T09:26:37.637327Z
387,71,783,55,6329109,34,2026-04-20T09:26:37.637086Z
299,62,84,54,6329109,34,2026-04-20T09:26:37.636853Z
21,72,82,82,6329109,34,2026-04-20T09:26:37.636592Z
381,140,235,105,6329109,34,2026-04-20T09:26:37.636377Z
817,52,691,56,6329109,34,2026-04-20T09:26:37.636127Z
624,77,430,143,6329109,34,2026-04-20T09:26:37.635632Z
783,55,157,61,6329109,33,2026-04-18T09:31:50.461754Z
72,51,343,43,6329109,32,2026-04-10T14:34:18.196963Z
157,61,119,84,6329109,32,2026-04-10T14:34:18.196757Z
1,60,470,40,6329109,32,2026-04-10T14:34:18.196492Z
77,42,8,61,6329109,32,2026-04-07T12:39:47.995994Z
691,56,178,61,6329109,32,2026-04-07T12:39:47.995792Z
235,106,120,69,6329109,32,2026-04-07T12:39:47.995558Z
343,43,694,42,6329109,32,2026-04-07T12:39:47.995251Z
82,82,485,74,6329109,32,2026-04-05T09:29:13.795481Z
84,54,237,64,6329109,32,2026-04-04T22:20:27.362545Z
151,45,72,49,6329109,32,2026-03-23T22:16:54.177765Z
485,74,47,74,6329109,32,2026-03-23T22:15:54.053654Z
178,61,97,68,6329109,32,2026-03-23T19:28:35.288020Z
120,69,21,75,6329109,28,2026-02-27T18:26:26.969889Z
136,70,252,42,6329109,27,2026-02-20T22:12:03.652866Z
72,48,684,50,6329109,26,2026-02-10T17:48:34.206106Z
21,75,16,99,6329109,25,2026-02-04T21:07:20.718978Z
119,82,84,55,6329109,24,2026-01-25T20:24:14.078210Z
97,70,661,88,6329109,24,2026-01-25T20:24:14.073063Z
449,93,414,84,6329109,23,2026-01-24T10:56:27.165676Z
237,64,450,80,6329109,22,2026-01-15T18:52:19.993073Z
84,56,160,59,6329109,21,2026-01-06T16:10:52.702756Z
47,74,82,76,6329109,20,2025-12-31T17:53:44.305285Z
5,64,373,59,6329109,20,2025-12-31T17:53:44.298785Z
661,88,136,66,6329109,18,2025-12-21T23:08:02.665911Z
450,79,449,91,6329109,18,2025-12-21T23:08:02.656561Z
82,75,623,44,6329109,17,2025-12-16T10:08:43.141385Z
411,53,256,57,6329109,17,2025-12-16T10:08:43.140912Z
252,42,714,74,6329109,17,2025-12-16T10:08:43.135196Z
414,86,119,84,6329109,16,2025-12-12T23:50:12.506509Z
83,60,387,67,6329109,16,2025-12-12T10:51:42.022569Z
217,50,714,74,6329109,16,2025-12-12T10:50:56.300721Z
387,67,623,44,6329109,16,2025-12-12T10:50:56.300448Z
266,78,160,61,6329109,16,2025-12-12T10:50:56.300182Z
119,84,414,84,6329109,16,2025-12-12T10:50:56.299934Z
220,49,139,44,6329109,16,2025-12-12T10:50:56.299635Z
322,45,694,41,6329109,16,2025-12-12T10:50:56.299233Z
36,48,256,57,6329109,16,2025-12-12T10:50:56.298648Z
317,46,373,59,6329109,16,2025-12-12T10:50:56.298135Z
11,53,8,62,6329109,16,2025-12-12T10:50:56.297631Z
224,62,684,50,6329109,16,2025-12-12T10:50:56.297092Z
714,74,283,78,6329109,15,2025-12-05T20:26:27.310553Z
684,50,72,49,6329109,15,2025-12-05T20:26:27.304106Z
414,82,82,74,6329109,15,2025-12-03T23:04:36.471124Z
449,89,237,67,6329109,12,2025-11-22T10:44:06.929083Z
623,44,299,65,6329109,12,2025-11-22T10:44:06.928657Z
139,44,469,51,6329109,12,2025-11-22T10:44:06.922068Z
373,59,5,63,6329109,12,2025-11-18T22:44:27.749196Z
283,76,249,75,6329109,10,2025-10-26T19:49:25.340724Z
694,40,260,47,6329109,8,2025-10-18T09:32:20.376929Z
469,51,67,45,6329109,8,2025-10-18T09:32:20.376573Z
136,61,597,67,6329109,8,2025-10-14T18:44:16.558387Z
237,67,121,58,6329109,8,2025-10-14T18:44:16.558008Z
160,60,449,90,6329109,8,2025-10-14T18:44:16.557768Z
16,99,582,67,6329109,8,2025-10-14T18:44:16.557518Z
470,40,139,44,6329109,8,2025-10-14T18:44:16.557150Z
8,59,38,45,6329109,8,2025-10-14T18:44:16.556755Z
72,48,610,43,6329109,6,2025-09-25T09:46:04.049875Z
430,141,525,76,6329109,5,2025-09-15T14:53:23.529152Z
582,66,381,145,6329109,5,2025-09-15T14:53:23.521675Z
597,67,283,75,6329109,3,2025-08-26T08:27:55.111302Z
525,77,624,79,6329109,3,2025-08-26T08:27:55.105430Z
