event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,55,55,4223904,4334952,4223898,45,0,1000,0,0,3
2,42,97,7951736,7986733,6131779,75,0,999,0,0,12
3,54,151,3415922,3437896,4733955,35,50,999,2,0,4
4,77,224,1836053,1846056,3422645,20,25,1000,2,4,7
5,42,266,6018674,6078140,3578275,55,25,1004,0,0,18
6,52,318,4674411,4684999,3354897,40,25,1003,2,0,1
7,80,398,1200853,1217226,2356909,10,12,1006,1,0,6
8,78,476,841719,850827,1577149,10,3,1010,1,0,21
9,68,544,602559,614211,795699,5,3,1010,0,0,6
10,75,619,3115532,3133905,756241,30,2,1016,2,0,4
11,47,666,2374243,2399294,597557,20,0,1018,1,0,6
12,45,707,3703036,3719721,635120,30,1,1018,2,4,9
13,71,778,86318,95036,192320,1,1,1019,0,0,4
14,71,849,2984279,3008840,181327,25,6,1019,1,0,7
15,57,906,3257301,3280779,162634,30,1,1022,1,0,6
16,92,998,245188,247283,76606,5,25,1018,0,0,9
17,96,1094,603672,610063,38575,5,0,1027,2,0,15
18,57,1151,1747979,1750101,23558,15,15,1031,4,0,0
19,33,1184,9634550,9691968,35444,80,15,1033,0,0,21
20,49,1229,3846770,3850338,50569,35,1,1031,3,4,6
21,49,1278,6072573,6126836,70877,50,1,1032,0,0,11
22,39,1317,6977120,7010738,76766,55,9,1033,1,0,24
23,47,1364,5001610,5015114,62499,40,13,1032,2,0,18
24,81,1445,195943,201575,28699,5,13,1034,0,0,11
25,62,1507,5465179,5488479,42371,45,1,1040,1,0,6
26,70,1577,2766611,2783601,38803,25,1,1040,1,0,7
27,63,1640,860382,865390,19373,10,2,1038,1,0,9
28,88,1728,220231,224095,9945,5,17,1038,1,0,0
29,81,1809,730096,744417,3924,10,17,1041,0,0,2
30,72,1881,96401,98580,1787,1,10,1046,1,0,6
31,70,1951,288557,293048,1027,5,57,1048,2,0,1
32,58,2009,2553534,2630854,1115,20,16,1038,0,0,13
33,134,2143,42342,52914,403,1,45,1036,1,0,0
34,66,2209,440380,458757,288,5,45,1036,0,0,7
35,61,2270,2701774,2718307,218,25,12,1038,1,0,16
36,77,2347,3986918,4000749,304,35,17,1042,1,0,23
37,31,2378,3949636,3967486,229,35,9,1045,1,0,14
