name,time,event
wildcard,2025-09-25T20:56:29.303169Z,6
bboost,2025-11-07T11:15:02.177641Z,11
freehit,2025-11-28T17:04:42.324525Z,13
3xc,2025-12-19T11:06:59.985919Z,17
wildcard,2026-01-26T21:47:02.153773Z,24
bboost,2026-04-17T14:06:35.100234Z,33
freehit,2026-04-22T12:29:09.131008Z,34
3xc,2026-05-05T22:00:55.907867Z,36
