id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
453041,88,SavedShot,0.895,0.4129999923706055,0.01337090041488409,Yannis M&#039;Bemba,a,9990,FromCorner,2021,Head,18025,Nice,Nantes,2,1,2022-01-14 20:00:00,Quentin Merlin,Aerial
453042,93,MissedShots,0.9119999694824219,0.4779999923706055,0.035092901438474655,Yannis M&#039;Bemba,a,9990,FromCorner,2021,Head,18025,Nice,Nantes,2,1,2022-01-14 20:00:00,Quentin Merlin,Aerial
