id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
430309,66,Goal,0.879000015258789,0.7330000305175781,0.058995600789785385,N&#039;Dri Koffi,a,9979,OpenPlay,2021,RightFoot,17864,Rennes,Reims,0,2,2021-09-12 13:00:00,Ilan Kebbal,Pass
434031,47,SavedShot,0.904000015258789,0.624000015258789,0.3049420118331909,N&#039;Dri Koffi,h,9979,OpenPlay,2021,LeftFoot,17898,Reims,Nantes,3,1,2021-09-26 13:00:00,Alexis Flips,Pass
434032,49,BlockedShot,0.9219999694824219,0.295,0.04708490148186684,N&#039;Dri Koffi,h,9979,OpenPlay,2021,RightFoot,17898,Reims,Nantes,3,1,2021-09-26 13:00:00,Ilan Kebbal,Pass
436848,52,BlockedShot,0.8580000305175781,0.6530000305175782,0.07491789758205414,N&#039;Dri Koffi,a,9979,OpenPlay,2021,RightFoot,17913,Brest,Reims,1,1,2021-10-17 13:00:00,Alexis Flips,Pass
436850,52,MissedShots,0.9230000305175782,0.40900001525878904,0.3290350139141083,N&#039;Dri Koffi,a,9979,OpenPlay,2021,RightFoot,17913,Brest,Reims,1,1,2021-10-17 13:00:00,Andrew Gravillon,Cross
438321,78,MissedShots,0.9180000305175782,0.3820000076293945,0.06932800263166428,N&#039;Dri Koffi,h,9979,OpenPlay,2021,LeftFoot,17929,Reims,Troyes,1,2,2021-10-24 13:00:00,Andrew Gravillon,Cross
438327,91,BlockedShot,0.8530000305175781,0.5070000076293946,0.06741490215063095,N&#039;Dri Koffi,h,9979,OpenPlay,2021,RightFoot,17929,Reims,Troyes,1,2,2021-10-24 13:00:00,,Dispossessed
453541,43,BlockedShot,0.9280000305175782,0.38,0.0749157965183258,N&#039;Dri Koffi,h,9979,OpenPlay,2021,RightFoot,18027,Reims,Metz,0,1,2022-01-16 14:00:00,Thomas Foket,Cross
453542,45,MissedShots,0.9290000152587891,0.29399999618530276,0.049949198961257935,N&#039;Dri Koffi,h,9979,OpenPlay,2021,RightFoot,18027,Reims,Metz,0,1,2022-01-16 14:00:00,,None
