event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,65,65,1743774,1744037,1743774,20,0,1000,0,0,5
2,47,112,6465899,6466230,3032052,65,0,1002,0,0,7
3,52,164,4105287,4105648,2590197,40,3,1006,2,0,8
4,63,227,5927176,5927294,2971920,55,11,1012,0,0,20
5,64,291,254050,254144,1186498,5,11,1018,0,0,22
6,81,372,248757,248844,376805,5,2,1018,2,0,12
7,76,444,2034372,2034436,364663,20,3,1020,2,4,0
8,74,518,1302642,1302820,261300,15,3,1029,0,0,7
9,51,569,4149593,4149769,244345,35,3,1028,0,0,7
10,86,655,727480,727551,140231,10,11,1034,3,0,7
11,54,709,757197,757303,64748,10,11,1037,0,0,2
12,50,759,2261110,2261240,47326,20,1,1042,2,0,8
13,68,827,137567,137744,10341,5,1,1045,0,0,4
14,80,907,955169,955205,5866,10,1,1046,0,0,4
15,64,971,1641604,1641679,3569,15,2,1048,2,0,6
16,82,1053,974322,974460,2920,10,8,1049,3,0,6
17,72,1125,5202219,5202347,6110,45,8,1053,0,0,16
18,52,1177,3092842,3092986,4750,25,3,1055,2,0,0
19,43,1220,5200442,5200484,4372,45,2,1052,3,0,4
20,67,1287,400893,400935,1840,5,2,1050,0,0,1
21,53,1340,4586743,4587047,2367,40,2,1049,0,0,4
22,42,1382,5525721,5525747,2504,45,35,1046,3,0,24
23,42,1424,7241567,7241753,2399,60,0,1052,1,0,20
24,93,1517,11620,11622,408,1,0,1055,0,0,3
25,62,1579,5526225,5526284,822,45,23,1056,2,0,12
26,73,1652,1884165,1884283,709,15,23,1059,0,0,8
27,43,1695,7236102,7236455,925,60,23,1060,0,0,16
28,96,1791,35914,35941,266,1,34,1061,2,0,2
29,69,1860,2664118,2664192,213,25,1,1063,1,0,13
30,62,1922,654529,654849,164,10,1,1069,0,0,17
31,69,1991,350616,350680,116,5,7,1068,1,0,2
32,66,2057,950357,950500,74,10,27,1062,0,0,13
33,112,2169,453458,453558,74,5,27,1063,0,0,0
34,62,2231,738547,738787,64,10,27,1063,0,0,10
35,59,2290,3349980,3350106,55,30,45,1066,1,0,21
36,72,2362,5370665,5370703,120,45,18,1068,4,0,18
37,37,2399,2420756,2420815,67,20,0,1072,1,0,2
