element_in,element_in_cost,element_out,element_out_cost,entry,event,time
151,46,191,39,9015619,36,2026-05-09T04:35:05.581640Z
178,64,624,77,9015619,36,2026-05-09T04:35:05.576105Z
21,72,329,60,9015619,35,2026-05-01T14:13:07.118071Z
457,58,517,55,9015619,35,2026-05-01T14:13:07.117859Z
82,82,450,80,9015619,35,2026-05-01T14:13:07.117582Z
694,46,373,61,9015619,35,2026-05-01T14:13:07.117346Z
411,52,568,51,9015619,35,2026-05-01T14:13:07.117085Z
450,80,82,76,9015619,34,2026-04-24T16:14:02.700953Z
568,51,151,45,9015619,34,2026-04-24T16:14:02.695516Z
90,50,84,54,9015619,33,2026-04-18T01:06:40.081067Z
691,56,624,76,9015619,33,2026-04-18T01:05:13.100243Z
249,77,136,66,9015619,33,2026-04-18T01:05:13.100042Z
354,49,517,55,9015619,33,2026-04-18T01:05:13.099831Z
593,45,449,99,9015619,33,2026-04-18T01:05:13.099567Z
235,105,329,60,9015619,33,2026-04-18T01:05:13.099364Z
84,54,83,59,9015619,33,2026-04-18T01:05:13.099136Z
343,43,373,62,9015619,33,2026-04-18T01:05:13.098931Z
72,52,291,56,9015619,33,2026-04-18T01:05:13.098700Z
411,50,191,39,9015619,33,2026-04-18T01:05:13.098431Z
139,45,1,58,9015619,33,2026-04-18T01:05:13.098141Z
151,45,317,46,9015619,32,2026-04-10T16:55:48.825962Z
517,55,21,72,9015619,31,2026-03-20T12:02:53.587670Z
329,60,547,49,9015619,31,2026-03-20T12:02:53.587043Z
317,46,257,51,9015619,31,2026-03-20T12:02:53.580927Z
83,59,47,73,9015619,29,2026-03-03T13:49:50.155070Z
373,61,694,45,9015619,29,2026-03-03T13:49:50.146028Z
694,45,317,45,9015619,24,2026-01-31T05:01:33.763793Z
449,95,414,84,9015619,24,2026-01-31T05:01:33.757330Z
21,72,450,81,9015619,21,2026-01-06T17:15:24.482816Z
5,65,373,59,9015619,20,2026-01-03T03:48:50.309470Z
257,52,441,42,9015619,20,2026-01-03T03:48:50.304335Z
441,42,7,57,9015619,19,2025-12-30T03:41:05.082182Z
450,81,382,81,9015619,19,2025-12-30T03:41:05.076820Z
373,59,145,43,9015619,18,2025-12-26T05:47:23.397138Z
7,57,725,55,9015619,18,2025-12-26T05:47:23.396672Z
547,49,242,50,9015619,18,2025-12-26T05:47:23.396117Z
382,81,449,90,9015619,18,2025-12-26T05:47:23.395600Z
414,90,16,101,9015619,18,2025-12-26T05:47:23.395135Z
694,42,145,43,9015619,17,2025-12-20T04:58:23.975186Z
417,65,242,50,9015619,17,2025-12-20T04:58:23.974879Z
691,57,624,75,9015619,17,2025-12-20T04:58:23.974625Z
103,39,470,40,9015619,17,2025-12-20T04:58:23.974362Z
72,49,191,39,9015619,17,2025-12-20T04:58:23.974021Z
411,53,291,55,9015619,17,2025-12-20T04:58:23.973695Z
47,70,21,70,9015619,16,2025-12-13T04:43:30.566299Z
725,55,256,57,9015619,16,2025-12-13T04:43:30.560335Z
21,70,612,59,9015619,14,2025-12-02T12:47:26.361446Z
191,39,72,49,9015619,14,2025-12-02T12:47:26.353978Z
317,45,5,63,9015619,12,2025-11-21T22:44:33.647309Z
449,89,241,60,9015619,12,2025-11-21T22:44:33.638787Z
241,60,47,68,9015619,11,2025-11-08T04:40:53.412178Z
16,100,449,89,9015619,9,2025-10-24T12:11:48.174895Z
1,57,502,48,9015619,9,2025-10-24T12:11:48.167904Z
291,55,224,60,9015619,7,2025-10-03T07:02:52.048911Z
470,40,220,49,9015619,7,2025-10-03T07:02:52.042001Z
72,48,402,59,9015619,6,2025-09-27T03:05:04.682844Z
5,61,191,40,9015619,4,2025-09-12T03:07:04.055328Z
612,59,267,65,9015619,4,2025-09-12T03:07:04.049074Z
449,90,235,105,9015619,3,2025-08-29T23:48:06.629519Z
