event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,65,65,1743774,1780984,1743774,20,0,1000,0,0,11
2,37,102,9252755,9262702,5228390,90,5,1001,1,0,10
3,44,146,7062934,7078761,5576235,65,4,1003,1,0,14
4,73,219,2784551,2798287,4048284,25,3,1002,1,0,9
5,64,283,286415,289277,1823591,5,12,1007,1,0,4
6,71,354,1009444,1015570,984926,10,17,1007,1,0,8
7,76,430,1979048,1992477,743272,20,4,1011,1,0,5
8,75,505,1220181,1228105,514687,15,0,1018,1,0,14
9,59,564,1992160,2008201,320297,20,0,1019,0,0,10
10,80,644,1745930,1754601,250546,15,32,1025,2,0,8
11,37,681,6878469,6900946,306816,60,20,1030,1,0,2
12,38,719,6298975,6316743,388053,55,21,1030,1,0,3
13,60,779,374095,381951,180467,5,21,1031,0,0,0
14,63,842,5561991,5578110,243027,45,18,1030,1,0,13
15,56,898,3566299,3582524,226086,30,19,1028,1,0,15
16,90,988,359635,364722,123726,5,32,1031,5,0,5
17,84,1072,2127953,2139744,113219,20,1,1042,0,0,18
18,51,1123,3395265,3405999,95134,30,12,1048,1,0,0
19,25,1148,12072609,12076106,182063,100,25,1048,1,0,19
20,87,1235,8972,9117,36800,1,10,1048,1,0,11
21,51,1286,5326521,5357444,47623,45,10,1052,0,0,12
22,41,1327,5573820,5608581,47932,45,10,1055,0,0,8
23,37,1364,9210373,9245777,60429,75,10,1057,0,0,21
24,81,1445,237020,237469,28165,5,11,1059,4,0,3
25,69,1514,2624635,2651468,29945,25,11,1065,0,0,4
26,82,1596,636021,639205,15889,5,2,1063,2,0,5
27,50,1646,3880630,3912371,14171,35,2,1066,0,0,7
28,94,1740,53007,53994,5234,1,2,1068,0,0,0
29,71,1811,2283488,2288509,3439,20,15,1064,2,0,2
30,65,1876,372055,380490,2320,5,15,1068,0,0,10
31,60,1936,1593482,1597941,2321,15,64,1064,3,0,1
32,56,1992,3179668,3214039,2684,25,25,1047,0,0,8
33,131,2123,84256,85726,1226,1,25,1050,1,0,0
34,71,2194,182941,192847,674,5,25,1050,0,0,3
35,61,2255,2475397,2506340,502,20,25,1053,0,0,18
36,79,2334,3515277,3524916,609,30,17,1053,2,0,11
37,24,2358,6354043,6365705,664,50,5,1053,1,0,0
