element,position,multiplier,player_name
1,1,1,David Raya Martín
373,2,1,Virgil van Dijk
5,3,1,Gabriel dos Santos Magalhães
8,4,1,Jurriën Timber
547,5,1,Enzo Le Fée
387,6,1,Dominik Szoboszlai
83,7,1,Dango Ouattara
449,8,1,Bruno Borges Fernandes
661,9,2,Hugo Ekitiké
430,10,1,Erling Haaland
136,11,1,Igor Thiago Nascimento Rodrigues
470,12,0,Martin Dúbravka
317,13,0,Joachim Andersen
72,14,0,Marcos Senesi Barón
517,15,0,Elliot Anderson
