name,time,event
bboost,2025-09-20T09:11:03.976760Z,5
wildcard,2025-09-24T14:35:19.653449Z,6
3xc,2025-11-26T16:55:16.970762Z,13
freehit,2025-12-04T16:22:01.266061Z,15
3xc,2026-02-10T10:37:47.504666Z,26
wildcard,2026-04-10T13:47:21.658936Z,32
bboost,2026-04-13T06:31:37.276436Z,33
freehit,2026-04-18T13:27:45.941318Z,34
