name,time,event
3xc,2025-09-26T13:37:29.349269Z,6
bboost,2025-10-17T00:19:31.811283Z,8
freehit,2025-11-29T11:08:26.413163Z,13
wildcard,2025-12-06T23:12:09.012256Z,16
3xc,2026-02-10T17:58:29.785893Z,26
wildcard,2026-04-09T11:35:11.968348Z,32
bboost,2026-04-17T21:38:50.778789Z,33
freehit,2026-04-19T19:33:43.358035Z,34
