event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,61,61,2607688,2609346,2607687,30,0,1000,0,0,10
2,54,115,4331919,4332458,2563260,45,4,1000,1,0,13
3,48,163,5521517,5522033,2738279,50,29,1005,1,0,10
4,91,254,171632,171759,635335,5,16,1007,0,0,9
5,41,295,6471775,6473102,946383,55,16,1013,0,0,7
6,86,381,98604,98709,207710,1,3,1017,1,0,5
7,78,459,1476458,1477329,139873,15,3,1020,0,0,7
8,71,530,2022398,2022478,127997,20,9,1025,3,0,14
9,36,566,9896735,9897300,289167,85,10,1028,1,0,7
10,77,643,2320852,2321344,257680,20,10,1031,0,0,10
11,57,700,517790,517937,111606,5,2,1031,2,0,4
12,50,750,2211550,2212302,80251,20,11,1032,1,0,5
13,68,818,137567,138160,18841,5,11,1031,0,0,0
14,91,909,171168,171205,5081,5,2,1030,1,0,3
15,54,963,4232889,4233856,6134,35,5,1034,1,0,5
16,70,1033,3217049,3217335,10987,30,15,1035,3,0,5
17,72,1105,5359620,5360158,20812,45,11,1041,1,0,17
18,49,1154,4208953,4209627,19197,35,8,1045,2,0,26
19,39,1193,7143188,7143791,21642,60,3,1044,2,0,0
20,50,1243,3254057,3254780,24267,30,3,1043,0,0,3
21,57,1300,3196413,3197383,23525,30,10,1031,0,0,7
22,50,1350,2050540,2051035,15164,20,10,1035,0,0,20
23,39,1389,8641078,8641756,17681,70,1,1038,1,0,13
24,62,1451,3788586,3789084,20547,30,12,1042,2,0,2
25,64,1515,4417628,4418487,28331,35,12,1046,0,0,3
26,78,1593,1113265,1113485,18161,10,3,1043,2,0,12
27,59,1652,1484227,1484425,10455,15,0,1042,1,0,6
28,73,1725,1812735,1813280,11280,15,6,1047,2,0,3
29,103,1828,20193,20198,1356,1,23,1048,1,0,2
30,53,1881,2585430,2585930,1748,25,12,1053,1,0,17
31,68,1949,381422,381721,1102,5,12,1055,0,0,9
32,72,2021,413720,413854,551,5,10,1051,1,0,10
33,88,2109,1969841,1970247,2486,20,10,1052,0,0,4
34,65,2174,562697,562788,1956,5,17,1052,2,0,0
35,59,2233,3349980,3350529,1623,30,0,1057,1,0,6
36,86,2319,1811810,1812131,1305,15,0,1055,0,0,13
37,36,2355,2668330,2668561,789,25,9,1056,2,0,0
