id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
1,Arsenal,team-1,2025-07-20T23:14:28.319976Z,False,,,s,c,,1,False,False,False,True,2849439.0,True,1289497,1,"[{'phase': 1, 'rank': 110, 'last_rank': 181, 'rank_sort': 110, 'total': 2355, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 105571, 'last_rank': 200419, 'rank_sort': 105597, 'total': 181, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 10}]",[],110,181
116,"Hong Kong, China",region-96,2025-07-20T23:14:30.375936Z,False,,,s,c,,1,False,False,False,True,2888099.0,True,47111,1,"[{'phase': 1, 'rank': 8, 'last_rank': 13, 'rank_sort': 8, 'total': 2355, 'league_id': 116, 'rank_count': 47111, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 4595, 'last_rank': 7736, 'rank_sort': 4595, 'total': 181, 'league_id': 116, 'rank_count': 47111, 'entry_percentile_rank': 10}]",[],8,13
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 788, 'last_rank': 1303, 'rank_sort': 791, 'total': 2355, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 917467, 'last_rank': 1420276, 'rank_sort': 917662, 'total': 181, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 10}]",[],788,1303
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 789, 'last_rank': 1305, 'rank_sort': 792, 'total': 2355, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1025976, 'last_rank': 1672803, 'rank_sort': 1026171, 'total': 181, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 10}]",[],789,1305
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 6559, 'last_rank': 11299, 'rank_sort': 6565, 'total': 1112, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 1025976, 'last_rank': 1672803, 'rank_sort': 1026171, 'total': 181, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 10}]",[],6559,11299
5549,Lihkg,,2025-07-21T11:45:27.231819Z,False,,,x,c,2454.0,1,False,False,False,True,2911492.0,True,2254,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2355, 'league_id': 5549, 'rank_count': 2254, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 344, 'last_rank': 547, 'rank_sort': 344, 'total': 181, 'league_id': 5549, 'rank_count': 2254, 'entry_percentile_rank': 20}]",[],1,1
50701,youtube.com/letstalkfpl 📽️,,2025-07-21T13:39:07.743582Z,False,,,x,c,44.0,1,False,False,False,True,2879799.0,True,117383,1,"[{'phase': 1, 'rank': 78, 'last_rank': 139, 'rank_sort': 79, 'total': 2355, 'league_id': 50701, 'rank_count': 117383, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 14788, 'last_rank': 24271, 'rank_sort': 14816, 'total': 181, 'league_id': 50701, 'rank_count': 117382, 'entry_percentile_rank': 15}]",[],78,139
358928,舜文網友 (FB：劉舜文 laushunman),,2025-07-25T08:29:28.293329Z,True,,,x,c,1981535.0,1,False,False,False,True,2911627.0,True,2166,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2355, 'league_id': 358928, 'rank_count': 2166, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 301, 'last_rank': 468, 'rank_sort': 301, 'total': 181, 'league_id': 358928, 'rank_count': 2166, 'entry_percentile_rank': 15}]",[],1,1
529568,FPL中国官方联赛,,2025-07-29T08:22:13.169033Z,False,,,x,c,2773588.0,1,False,False,False,True,2915144.0,True,1501,1,"[{'phase': 1, 'rank': 4, 'last_rank': 4, 'rank_sort': 4, 'total': 2355, 'league_id': 529568, 'rank_count': 1501, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 182, 'last_rank': 369, 'rank_sort': 182, 'total': 181, 'league_id': 529568, 'rank_count': 1501, 'entry_percentile_rank': 15}]",[],4,4
554634,HK英超Fantasy League (HKFPL),,2025-07-29T17:24:23.692661Z,False,,,x,c,2875041.0,1,False,False,False,True,2915171.0,True,1889,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2355, 'league_id': 554634, 'rank_count': 1889, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 274, 'last_rank': 465, 'rank_sort': 274, 'total': 181, 'league_id': 554634, 'rank_count': 1889, 'entry_percentile_rank': 15}]",[],1,1
1358841,係就快 聽日唔知咩世界,,2025-08-12T13:50:31.901715Z,False,,,x,c,6102809.0,1,False,False,False,True,2904928.0,True,4632,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2355, 'league_id': 1358841, 'rank_count': 4632, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 602, 'last_rank': 962, 'rank_sort': 602, 'total': 181, 'league_id': 1358841, 'rank_count': 4632, 'entry_percentile_rank': 15}]",[],1,1
1905573,Lee Man FC,,2025-08-15T10:38:56.274718Z,False,,,x,c,8307560.0,1,False,False,False,True,2920545.0,True,708,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2355, 'league_id': 1905573, 'rank_count': 708, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 95, 'last_rank': 141, 'rank_sort': 95, 'total': 181, 'league_id': 1905573, 'rank_count': 708, 'entry_percentile_rank': 15}]",[],1,1
