season_name,total_points,rank
2017/18,2203,118060
2018/19,1903,3056849
2019/20,2287,65434
2020/21,2458,25283
2021/22,2532,67063
2022/23,2570,33574
2023/24,2561,15240
2024/25,2359,891411
