h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.08125,2.17538,1.32348,2.17538,"{'att': 392, 'def': 28}","{'att': 114, 'def': 16}",3,9,2,3,1.3304,l,2024-08-25 13:30:00,0,0,1,0,-0.8519000000000001
a,1.4619,0.89489,1.4619,0.89489,"{'att': 285, 'def': 30}","{'att': 128, 'def': 16}",5,6,2,0,1.8455,w,2024-08-31 13:30:00,1,0,0,3,0.56701
h,1.23249,2.86858,1.23249,2.11081,"{'att': 213, 'def': 23}","{'att': 280, 'def': 20}",5,5,1,2,0.339,l,2024-09-14 13:30:00,0,0,1,0,-0.8783199999999998
a,0.836406,1.71874,0.836406,1.71874,"{'att': 351, 'def': 13}","{'att': 96, 'def': 21}",1,12,3,4,0.6745000000000001,l,2024-09-22 13:30:00,0,0,1,0,-0.882334
h,1.0386,2.58036,1.0386,1.69075,"{'att': 300, 'def': 26}","{'att': 107, 'def': 17}",4,6,2,2,0.3597,d,2024-09-28 13:30:00,0,1,0,1,-0.65215
a,2.37344,2.28586,1.4881,2.28586,"{'att': 223, 'def': 14}","{'att': 148, 'def': 22}",10,6,3,1,1.4363,w,2024-10-05 13:30:00,1,0,0,3,-0.79776
h,2.17351,2.14788,2.17351,2.14788,"{'att': 341, 'def': 27}","{'att': 241, 'def': 20}",5,11,2,4,1.4153,l,2024-10-20 15:30:00,0,0,1,0,0.02563000000000004
a,0.940969,0.730167,0.940969,0.730167,"{'att': 286, 'def': 16}","{'att': 267, 'def': 19}",8,3,0,0,1.5558999999999998,d,2024-10-26 13:30:00,0,1,0,1,0.21080200000000004
h,1.11324,0.499473,1.11324,0.499473,"{'att': 143, 'def': 17}","{'att': 356, 'def': 19}",14,1,1,1,1.883,d,2024-11-02 14:30:00,0,1,0,1,0.613767
a,1.55233,2.62448,1.55233,2.62448,"{'att': 293, 'def': 24}","{'att': 125, 'def': 20}",4,5,3,1,0.6950000000000001,w,2024-11-10 18:30:00,1,0,0,3,-1.0721500000000002
h,0.742754,0.63337,0.742754,0.63337,"{'att': 256, 'def': 26}","{'att': 305, 'def': 18}",12,6,1,0,1.4187,w,2024-11-23 14:30:00,1,0,0,3,0.10938400000000004
a,2.69881,1.4486,2.69881,1.4486,"{'att': 433, 'def': 13}","{'att': 232, 'def': 25}",5,7,5,1,2.3266,w,2024-11-30 14:30:00,1,0,0,3,1.2502099999999998
h,1.48692,3.02237,1.48692,3.02237,"{'att': 262, 'def': 11}","{'att': 234, 'def': 23}",8,6,4,3,0.4274,w,2024-12-08 14:30:00,1,0,0,3,-1.53545
a,1.85123,2.96777,1.85123,2.96777,"{'att': 289, 'def': 17}","{'att': 207, 'def': 19}",3,5,2,3,0.6923,l,2024-12-13 19:30:00,0,0,1,0,-1.1165399999999999
h,1.95337,2.4116,1.95337,2.4116,"{'att': 299, 'def': 18}","{'att': 227, 'def': 19}",10,8,1,3,1.0911,l,2024-12-22 16:30:00,0,0,1,0,-0.4582299999999999
a,1.49127,1.18042,1.49127,1.18042,"{'att': 242, 'def': 24}","{'att': 199, 'def': 17}",3,6,1,0,1.6198000000000001,w,2025-01-11 14:30:00,1,0,0,3,0.31085000000000007
h,3.72762,0.856948,2.96984,0.856948,"{'att': 399, 'def': 22}","{'att': 192, 'def': 17}",11,5,5,1,2.8756,w,2025-01-14 19:30:00,1,0,0,3,2.112892
a,0.702414,3.23282,0.702414,3.23282,"{'att': 404, 'def': 15}","{'att': 157, 'def': 20}",1,13,2,3,0.1567,l,2025-01-18 14:30:00,0,0,1,0,-2.5304059999999997
h,2.52045,0.265769,2.52045,0.265769,"{'att': 162, 'def': 20}","{'att': 371, 'def': 14}",11,3,2,2,2.7731000000000003,d,2025-01-24 19:30:00,0,1,0,1,2.2546809999999997
a,1.46292,1.69604,1.46292,1.69604,"{'att': 343, 'def': 22}","{'att': 192, 'def': 13}",7,3,1,1,1.1943,d,2025-02-02 14:30:00,0,1,0,1,-0.23312
h,0.895017,1.66317,0.895017,1.66317,"{'att': 274, 'def': 9}","{'att': 202, 'def': 16}",4,5,0,0,0.7029,d,2025-02-08 14:30:00,0,1,0,1,-0.7681530000000001
a,1.75731,1.22466,0.999535,1.22466,"{'att': 248, 'def': 25}","{'att': 215, 'def': 17}",4,9,2,1,1.8409999999999997,w,2025-02-15 14:30:00,1,0,0,3,-0.22512500000000013
h,2.16138,1.46609,2.16138,1.46609,"{'att': 216, 'def': 16}","{'att': 278, 'def': 23}",6,2,1,1,1.918,d,2025-02-22 14:30:00,0,1,0,1,0.69529
a,1.11674,2.10317,1.11674,2.10317,"{'att': 268, 'def': 17}","{'att': 232, 'def': 24}",5,10,2,1,0.6341000000000001,w,2025-03-01 14:30:00,1,0,0,3,-0.9864299999999999
h,1.96602,1.23696,1.20824,1.23696,"{'att': 195, 'def': 17}","{'att': 280, 'def': 22}",8,3,1,1,1.9797000000000002,d,2025-03-08 14:30:00,0,1,0,1,-0.02872000000000008
a,0.763636,0.598968,0.763636,0.598968,"{'att': 171, 'def': 21}","{'att': 305, 'def': 19}",9,6,0,1,1.4624,l,2025-03-15 14:30:00,0,0,1,0,0.16466800000000004
h,1.23886,1.31407,1.23886,0.556292,"{'att': 172, 'def': 16}","{'att': 313, 'def': 10}",15,6,0,1,1.2721,l,2025-03-29 14:30:00,0,0,1,0,0.6825680000000001
a,1.79618,1.55071,1.79618,1.55071,"{'att': 161, 'def': 19}","{'att': 227, 'def': 16}",6,6,0,1,1.5574000000000001,l,2025-04-06 15:30:00,0,0,1,0,0.24547000000000008
h,1.84361,1.60065,1.84361,1.60065,"{'att': 200, 'def': 29}","{'att': 192, 'def': 19}",9,11,2,3,1.529,l,2025-04-11 18:30:00,0,0,1,0,0.24296000000000006
a,1.80796,2.68235,1.80796,2.68235,"{'att': 160, 'def': 16}","{'att': 179, 'def': 26}",8,13,2,2,0.8467,d,2025-04-19 13:30:00,0,1,0,1,-0.87439
h,0.288019,1.95821,0.288019,1.95821,"{'att': 233, 'def': 15}","{'att': 157, 'def': 24}",9,8,0,1,0.2074,l,2025-04-26 13:30:00,0,0,1,0,-1.670191
a,1.3634,2.54996,1.3634,2.54996,"{'att': 299, 'def': 14}","{'att': 285, 'def': 30}",7,5,0,4,0.6091,l,2025-05-03 16:30:00,0,0,1,0,-1.18656
h,1.36763,1.10881,1.36763,1.10881,"{'att': 210, 'def': 12}","{'att': 262, 'def': 16}",6,7,2,2,1.5914,d,2025-05-09 18:30:00,0,1,0,1,0.25881999999999983
a,1.5757,0.744546,1.5757,0.744546,"{'att': 322, 'def': 11}","{'att': 178, 'def': 15}",11,12,1,0,2.0537,w,2025-05-17 13:30:00,1,0,0,3,0.8311540000000001
