id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
321643,37,MissedShots,0.9640000152587891,0.3920000076293945,0.04097060114145279,Stanley N&#039;Soki,a,6436,FromCorner,2019,Head,12769,Monaco,Nice,3,1,2019-09-24 19:00:00,Wylan Cyprien,Cross
332353,36,SavedShot,0.95,0.365,0.32137998938560486,Stanley N&#039;Soki,a,6436,SetPiece,2019,RightFoot,12841,Lyon,Nice,2,1,2019-11-23 16:30:00,,Rebound
337248,83,BlockedShot,0.8780000305175781,0.6959999847412109,0.07060349732637405,Stanley N&#039;Soki,a,6436,OpenPlay,2019,LeftFoot,12888,Brest,Nice,0,0,2019-12-14 19:00:00,,TakeOn
338912,31,MissedShots,0.9169999694824219,0.5920000076293945,0.057826001197099686,Stanley N&#039;Soki,h,6436,FromCorner,2019,LeftFoot,12896,Nice,Toulouse,3,0,2019-12-21 19:45:00,Wylan Cyprien,Cross
382645,81,MissedShots,0.9319999694824219,0.4759999847412109,0.11797100305557251,Stanley N&#039;Soki,a,6436,FromCorner,2020,Head,15824,Saint-Etienne,Nice,1,3,2020-10-18 15:00:00,Rony Lopes,Cross
383986,38,MissedShots,0.895,0.5179999923706055,0.057654399424791336,Stanley N&#039;Soki,h,6436,FromCorner,2020,Head,15830,Nice,Lille,1,1,2020-10-25 16:00:00,Alexis Claude Maurice,Cross
389483,47,MissedShots,0.9209999847412109,0.5629999923706055,0.07586570084095001,Stanley N&#039;Soki,h,6436,FromCorner,2020,Head,15873,Nice,Dijon,1,3,2020-11-29 16:00:00,Jeff Reine-Adelaide,Cross
390864,34,MissedShots,0.905,0.44799999237060545,0.024952499195933342,Stanley N&#039;Soki,a,6436,FromCorner,2020,Head,15884,Reims,Nice,0,0,2020-12-06 16:00:00,,Aerial
393013,68,ShotOnPost,0.9390000152587891,0.4370000076293945,0.048655200749635696,Stanley N&#039;Soki,a,6436,FromCorner,2020,Head,15903,Nimes,Nice,0,2,2020-12-16 18:00:00,Rony Lopes,Aerial
394283,58,MissedShots,0.9359999847412109,0.49900001525878906,0.06903649866580963,Stanley N&#039;Soki,h,6436,FromCorner,2020,Head,15912,Nice,Lyon,1,4,2020-12-19 20:00:00,Rony Lopes,Aerial
406486,25,BlockedShot,0.88,0.5359999847412109,0.08206850290298462,Stanley N&#039;Soki,a,6436,FromCorner,2020,LeftFoot,16024,Rennes,Nice,1,2,2021-02-26 20:00:00,,None
480213,33,SavedShot,0.6680000305175782,0.6880000305175781,0.008334009908139706,Stanley N&#039;Soki,h,6436,OpenPlay,2022,LeftFoot,19355,Hoffenheim,Bochum,3,2,2022-08-13 13:30:00,,None
494895,89,MissedShots,0.750999984741211,0.6819999694824219,0.017879700288176537,Stanley N&#039;Soki,h,6436,FromCorner,2022,LeftFoot,19436,Hoffenheim,Bayern Munich,0,2,2022-10-22 13:30:00,Andrej Kramaric,Pass
505364,38,BlockedShot,0.9590000152587891,0.46700000762939453,0.10826700180768967,Stanley N&#039;Soki,h,6436,FromCorner,2022,Head,19490,Hoffenheim,VfB Stuttgart,2,2,2023-01-24 19:30:00,Christoph Baumgartner,Aerial
505377,83,MissedShots,0.905,0.525,0.02661059983074665,Stanley N&#039;Soki,h,6436,FromCorner,2022,Head,19490,Hoffenheim,VfB Stuttgart,2,2,2023-01-24 19:30:00,Andrej Kramaric,Aerial
506956,38,MissedShots,0.9159999847412109,0.5420000076293945,0.05261459946632385,Stanley N&#039;Soki,a,6436,SetPiece,2022,Head,19510,Bochum,Hoffenheim,5,2,2023-02-04 14:30:00,Dennis Geiger,Aerial
508301,76,Goal,0.899000015258789,0.5659999847412109,0.31766200065612793,Stanley N&#039;Soki,h,6436,OpenPlay,2022,RightFoot,19518,Hoffenheim,Bayer Leverkusen,1,3,2023-02-11 14:30:00,,None
602733,66,OwnGoal,0.022999999523162843,0.5209999847412109,0,Stanley N&#039;Soki,h,6436,OpenPlay,2024,LeftFoot,27837,Hoffenheim,RasenBallsport Leipzig,4,3,2024-11-23 14:30:00,,None
604970,85,SavedShot,0.8959999847412109,0.5720000076293945,0.23290131986141205,Stanley N&#039;Soki,a,6436,FromCorner,2024,Head,27847,Mainz 05,Hoffenheim,2,0,2024-12-01 16:30:00,Tom Bischof,Cross
617680,6,OwnGoal,0.06900000095367431,0.5379999923706055,0,Stanley N&#039;Soki,a,6436,OpenPlay,2024,Head,27935,Werder Bremen,Hoffenheim,1,3,2025-02-16 14:30:00,,BallTouch
619280,93,MissedShots,0.870999984741211,0.6459999847412109,0.05044139176607132,Stanley N&#039;Soki,h,6436,SetPiece,2024,LeftFoot,27943,Hoffenheim,VfB Stuttgart,1,1,2025-02-23 18:30:00,Anton Stach,HeadPass
631355,46,MissedShots,0.7519999694824219,0.6730000305175782,0.01910710521042347,Stanley N&#039;Soki,a,6436,OpenPlay,2024,LeftFoot,28027,Borussia M.Gladbach,Hoffenheim,4,4,2025-05-03 13:30:00,Tom Bischof,Pass
656830,67,Goal,0.875,0.6279999923706054,0.046322934329509735,Stanley N&#039;Soki,a,6436,FromCorner,2025,LeftFoot,30333,Wolfsburg,Union Berlin,3,1,2025-12-06 14:30:00,,Card
