id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
103371,78,MissedShots,0.6940000152587891,0.5220000076293946,0.01264140009880066,Kevin N&#039;Doram,a,3657,FromCorner,2016,RightFoot,2260,Nantes,Monaco,0,1,2016-08-20 19:00:00,,None
165585,45,MissedShots,0.7069999694824218,0.425,0.011189100332558155,Kevin N&#039;Doram,a,3657,OpenPlay,2017,RightFoot,8711,Nantes,Monaco,1,0,2017-11-29 18:00:00,,None
187710,77,SavedShot,0.9159999847412109,0.49599998474121093,0.3105059862136841,Kevin N&#039;Doram,a,3657,FromCorner,2017,Head,8758,Montpellier,Monaco,0,0,2018-01-13 19:00:00,Rachid Ghezzal,Cross
213935,84,MissedShots,0.7119999694824218,0.4209999847412109,0.015367300249636173,Kevin N&#039;Doram,a,3657,OpenPlay,2017,RightFoot,8916,Caen,Monaco,1,2,2018-05-06 16:00:00,João Moutinho,Pass
224656,85,SavedShot,0.9619999694824218,0.59,0.07756009697914124,Kevin N&#039;Doram,h,3657,FromCorner,2018,RightFoot,10696,Monaco,Nimes,1,1,2018-09-21 18:45:00,Youri Tielemans,Cross
310288,84,MissedShots,0.73,0.34900001525878904,0.014010599814355373,Kevin N&#039;Doram,a,3657,OpenPlay,2019,RightFoot,12717,Strasbourg,Metz,1,1,2019-08-11 16:00:00,Ibrahima Niane,Pass
323015,35,BlockedShot,0.68,0.40599998474121096,0.007934809662401676,Kevin N&#039;Doram,h,3657,OpenPlay,2019,RightFoot,12783,Metz,Toulouse,2,2,2019-09-28 18:00:00,Opa Nguette,TakeOn
325964,59,ShotOnPost,0.9059999847412109,0.5279999923706055,0.026338700205087662,Kevin N&#039;Doram,h,3657,FromCorner,2019,Head,12801,Metz,Nantes,1,0,2019-10-19 19:00:00,Adama Traoré,Aerial
329566,81,MissedShots,0.899000015258789,0.4420000076293945,0.038021501153707504,Kevin N&#039;Doram,h,3657,FromCorner,2019,OtherBodyPart,12823,Metz,Montpellier,2,2,2019-11-02 19:00:00,Farid Boulaya,Aerial
356013,91,MissedShots,0.7830000305175782,0.775,0.015654699876904488,Kevin N&#039;Doram,a,3657,OpenPlay,2019,RightFoot,12913,Reims,Metz,0,1,2020-01-25 19:00:00,Opa Nguette,Pass
358242,6,SavedShot,0.7219999694824218,0.5129999923706055,0.020570900291204453,Kevin N&#039;Doram,h,3657,OpenPlay,2019,RightFoot,12947,Metz,Bordeaux,1,2,2020-02-08 19:00:00,Digbo Maiga,Pass
359132,62,SavedShot,0.759000015258789,0.62,0.018455300480127335,Kevin N&#039;Doram,a,3657,OpenPlay,2019,RightFoot,12952,Nantes,Metz,0,0,2020-02-15 19:00:00,,None
359682,70,BlockedShot,0.745,0.4929999923706055,0.02483540028333664,Kevin N&#039;Doram,h,3657,OpenPlay,2019,RightFoot,12959,Metz,Lyon,0,2,2020-02-21 19:45:00,Habib Diallo,LayOff
361922,31,MissedShots,0.715,0.585,0.018100900575518608,Kevin N&#039;Doram,h,3657,OpenPlay,2019,RightFoot,12986,Metz,Nimes,2,1,2020-03-07 18:00:00,Matthieu Udol,Pass
439758,30,MissedShots,0.925,0.47,0.050956498831510544,Kevin N&#039;Doram,h,3657,FromCorner,2021,Head,17937,Metz,Saint-Etienne,1,1,2021-10-30 15:00:00,Farid Boulaya,Aerial
441437,20,SavedShot,0.9680000305175781,0.504000015258789,0.6789289712905884,Kevin N&#039;Doram,a,3657,FromCorner,2021,RightFoot,17946,Marseille,Metz,0,0,2021-11-07 12:00:00,,None
443174,35,MissedShots,0.710999984741211,0.5640000152587891,0.016506699845194817,Kevin N&#039;Doram,h,3657,OpenPlay,2021,RightFoot,17960,Metz,Bordeaux,3,3,2021-11-21 14:00:00,Pape Sarr,Pass
