season_name,total_points,rank
2011/12,1683,1317462
2012/13,1815,923483
2013/14,1700,2021470
2014/15,1586,2170876
2015/16,1798,1794873
2016/17,2060,358482
2017/18,1684,3686138
2018/19,1818,3910360
2019/20,2031,1556100
2020/21,1930,3293720
2021/22,1876,4014046
2022/23,1796,7573362
2023/24,1863,6451485
2024/25,2000,5500996
