event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,73,73,631488,658199,631488,10,5,1000,0,0,1
2,72,145,681875,690743,106872,10,4,1001,1,0,7
3,49,194,4967498,4999425,215029,45,4,1008,0,0,2
4,69,263,4102509,4115766,321210,40,1,1011,2,0,3
5,37,300,8204141,8246954,705424,70,1,1016,0,0,6
6,66,366,1807180,1817343,540317,20,30,1015,2,0,12
7,79,445,1376025,1391703,345051,15,30,1016,1,0,12
8,81,526,568935,574875,166609,5,1,1021,1,0,15
9,55,581,2991032,3019397,125028,25,1,1024,0,0,10
10,76,657,2808006,2823633,125103,25,11,1027,2,0,12
11,38,695,6013927,6066168,148067,50,11,1031,0,0,15
12,84,779,14688,14790,12222,1,10,1028,2,0,4
13,63,842,255015,262016,3336,5,10,1032,0,0,8
14,65,907,4905273,4929810,5981,40,1,1035,1,0,0
15,37,944,10505059,10515825,21768,85,7,1035,1,0,14
16,86,1030,602930,607889,13511,5,4,1032,4,0,6
17,108,1138,96998,98413,2649,1,7,1037,2,0,14
18,48,1186,4308221,4349089,2579,35,10,1038,0,0,8
19,45,1231,3898573,3944920,2035,35,10,1043,0,0,2
20,73,1304,166435,167936,541,5,14,1041,2,0,8
21,73,1377,259011,264859,169,5,14,1044,0,0,9
22,45,1422,3725982,3768147,160,30,14,1048,0,0,2
23,41,1463,7790458,7803744,164,65,24,1050,2,0,3
24,62,1525,3788586,3803862,224,30,15,1050,2,0,11
25,83,1608,312790,320880,106,5,15,1053,0,0,7
26,83,1691,529505,535276,49,5,5,1055,1,0,5
27,41,1732,8304160,8371029,81,65,5,1059,0,0,11
28,84,1816,456181,462271,60,5,14,1056,2,0,3
29,67,1883,2953178,2982245,47,25,14,1058,0,0,20
30,51,1934,3225140,3243335,73,25,2,1059,1,0,11
31,78,2012,39415,39764,26,1,7,1057,3,0,0
32,52,2064,4820354,4834555,50,40,2,1059,1,0,4
33,120,2184,256000,260016,31,5,2,1057,0,0,12
34,63,2247,712318,714066,24,10,69,1055,1,0,2
35,66,2313,1303648,1328912,16,15,24,1048,0,0,9
36,95,2408,627762,635015,4,5,29,1054,1,0,11
37,45,2453,1120878,1127411,2,10,22,1057,1,0,0
